output_prefix,name,motif_id,cluster,total_tfbs,SEA_mean_score,SEA_bound,NOSEA_mean_score,NOSEA_bound,SEA_NOSEA_change,SEA_NOSEA_pvalue,SEA_NOSEA_highlighted,neglog10p,category,label
ETV5FOXI1_MA1946.2,ETV5::FOXI1,MA1946.2,C_ETV2::FOXI1,18728,0.14062,1393,0.10564,1021,0.02193,2.4738299999999998e-29,FALSE,28.60663014811783,Other,NA
ETV5FOXO1_MA1947.2,ETV5::FOXO1,MA1947.2,C_ETV5::FOXO1,16962,0.10977,1046,0.08485,800,0.00525,7.75246e-6,FALSE,5.110560465893486,Other,NA
ETV5HOXA2_MA1948.2,ETV5::HOXA2,MA1948.2,C_ETV5::HOXA2,6624,0.18159,653,0.13472,470,0.02458,1.70409e-19,FALSE,18.768507472086224,Other,NA
HOXA2_MA0900.3,HOXA2,MA0900.3,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
ETV6_MA0645.2,ETV6,MA0645.2,C_GABPA,18283,0.25139,2761,0.16424,1861,0.10673,2.3784099999999997e-100,TRUE,99.62371327781267,Positive (Top 10%),NA
EVX1_MA0887.2,EVX1,MA0887.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
EVX2_MA0888.2,EVX2,MA0888.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
FEV_MA0156.4,FEV,MA0156.4,C_ETS1,8479,0.26916,1164,0.1627,766,0.14501,3.19408e-95,TRUE,94.49565421057592,Positive (Top 10%),FEV
FLI1_MA0475.3,FLI1,MA0475.3,C_ETS1,9768,0.26185,1252,0.1645,852,0.1257,6.0383199999999994e-92,TRUE,91.21908387532226,Positive (Top 10%),FLI1
FLI1DRGX_MA1949.2,FLI1::DRGX,MA1949.2,C_FLI1::DRGX,8598,0.12471,598,0.09039,459,0.02672,2.81569e-24,FALSE,23.550415161568417,Other,NA
FLI1FOXI1_MA1950.2,FLI1::FOXI1,MA1950.2,C_ETV2::FOXI1,25112,0.16759,2224,0.13265,1770,-0.02138,2.7987e-36,FALSE,35.55304365220454,Other,NA
FOS_MA0476.2,FOS,MA0476.2,C_FOSL1,16065,0.04558,408,0.03483,332,0.01329,5.2493e-9,FALSE,8.279898606385702,Other,NA
FOS_MA1951.2,FOS,MA1951.2,C_FOSL1::JUN,5063,0.04732,140,0.03375,107,5e-5,0.106715,FALSE,0.9717745312843437,Other,NA
FOSJUN_MA0099.4,FOS::JUN,MA0099.4,C_FOSL1,15018,0.06483,549,0.0497,442,-0.01043,3.19712e-5,FALSE,4.4952410627086765,Other,NA
FOSJUN_MA1126.2,FOS::JUN,MA1126.2,C_FOSL1::JUN,5850,0.03501,128,0.02255,82,0.06459,3.16521e-32,FALSE,31.49959747085494,Other,NA
FOSJUNB_MA1134.2,FOS::JUNB,MA1134.2,C_FOSL1,14543,0.05978,507,0.04587,407,-0.01497,6.19966e-9,FALSE,8.207632127303802,Other,NA
JUNB_MA1140.3,JUNB,MA1140.3,C_FOSL1::JUN,4624,0.05195,134,0.03218,88,0.02752,1.41069e-10,FALSE,9.850568412242081,Other,NA
JUNB_MA0490.3,JUNB,MA0490.3,C_FOSL1,16214,0.05017,488,0.03834,390,-0.00888,6.8538e-4,FALSE,3.164068572821775,Other,NA
FOSJUND_MA1141.2,FOS::JUND,MA1141.2,C_FOSL1,16525,0.06436,598,0.04997,488,-0.01289,1.02826e-16,FALSE,15.987897058211978,Other,NA
JUND_MA0492.2,JUND,MA0492.2,C_FOSL1::JUN,9721,0.04185,243,0.03202,188,-0.03206,3.23965e-21,FALSE,20.4895019068549,Other,NA
JUND_MA0491.3,JUND,MA0491.3,C_FOSL1,14848,0.05039,452,0.03891,361,-0.01305,7.33034e-8,FALSE,7.134875881197976,Other,NA
FOSBJUNB_MA1135.2,FOSB::JUNB,MA1135.2,C_FOSL1,14989,0.06833,573,0.05395,465,-0.01843,6.7355e-19,FALSE,18.171630159528085,Other,NA
FOSL1_MA0477.3,FOSL1,MA0477.3,C_FOSL1,16937,0.05345,542,0.04045,433,-0.00437,0.00391946,FALSE,2.4067737633812794,Other,NA
FOSL1JUN_MA1128.2,FOSL1::JUN,MA1128.2,C_FOSL1,16761,0.06408,605,0.04986,497,-0.01595,5.4846e-15,FALSE,14.26085504067402,Other,NA
FOSL1JUNB_MA1137.2,FOSL1::JUNB,MA1137.2,C_FOSL1,15090,0.06076,513,0.04803,432,-0.02821,1.3384599999999998e-29,FALSE,28.873394603213583,Other,NA
FOSL1JUND_MA1142.2,FOSL1::JUND,MA1142.2,C_FOSL1,19166,0.04287,495,0.03107,371,0.01525,1.22242e-16,FALSE,15.912779553223078,Other,NA
FOSL1JUND_MA1143.2,FOSL1::JUND,MA1143.2,C_FOSL1::JUND,6271,0.02032,72,0.01469,58,0.01579,7.72128e-5,FALSE,4.11231069825789,Other,NA
FOSL2_MA0478.2,FOSL2,MA0478.2,C_FOSL1,19583,0.0518,605,0.03912,490,-0.00379,2.06468e-4,FALSE,3.6851472490939243,Other,NA
FOSL2JUN_MA1130.2,FOSL2::JUN,MA1130.2,C_FOSL1,15279,0.06472,565,0.04976,452,-0.00718,3.84974e-6,FALSE,5.414568600459872,Other,NA
FOSL2JUN_MA1131.2,FOSL2::JUN,MA1131.2,C_FOSL1::JUN,6659,0.03544,148,0.02651,100,0.02781,1.61017e-13,FALSE,12.793128269207692,Other,NA
FOSL2JUNB_MA1138.2,FOSL2::JUNB,MA1138.2,C_FOSL1,15104,0.06805,578,0.05382,470,-0.02084,1.2785900000000001e-23,FALSE,22.893268696556152,Other,NA
FOSL2JUNB_MA1139.2,FOSL2::JUNB,MA1139.2,C_FOSL1::JUN,4795,0.03042,89,0.01999,59,0.04475,9.06977e-18,FALSE,17.04240372605979,Other,NA
FOSL2JUND_MA1144.2,FOSL2::JUND,MA1144.2,C_FOSL1,14146,0.0614,507,0.04712,407,-0.01506,1.03632e-8,FALSE,7.984506120290182,Other,NA
FOSL2JUND_MA1145.2,FOSL2::JUND,MA1145.2,C_FOSL1::JUN,6185,0.03396,134,0.02534,100,-0.00838,0.20675,FALSE,0.6845544817754158,Other,NA
FOXA1_MA0148.5,FOXA1,MA0148.5,C_FOXD1,7802,0.1473,552,0.12921,489,-0.10343,2.82234e-76,FALSE,75.54939066909714,Negative (Top 10%),NA
FOXA2_MA0047.4,FOXA2,MA0047.4,C_FOXD1,7127,0.21016,586,0.17777,510,-0.07628,3.70728e-56,FALSE,55.430944611741495,Other,NA
FOXA3_MA1683.2,FOXA3,MA1683.2,C_FOXD1,7327,0.17289,570,0.14517,474,-0.08037,1.11537e-60,FALSE,59.95258104086442,Other,NA
FOXC2_MA0846.2,FOXC2,MA0846.2,C_FOXC2,16715,0.12935,973,0.106,787,-0.01242,4.60664e-11,FALSE,10.336615725694443,Other,NA
FOXD1_MA0031.2,FOXD1,MA0031.2,C_FOXD1,4290,0.20748,389,0.16144,313,-0.04906,2.52194e-36,FALSE,35.598265250030536,Other,NA
FOXD2_MA0847.4,FOXD2,MA0847.4,C_FOXE1,17646,0.0596,541,0.04768,433,-0.04415,4.37398e-45,FALSE,44.359123207103025,Other,NA
FOXD3_MA0041.3,FOXD3,MA0041.3,C_FOXD3,21594,0.04152,510,0.03202,380,-0.01318,2.0742e-10,FALSE,9.68314937007395,Other,NA
FOXE1_MA1487.3,FOXE1,MA1487.3,C_FOXE1,21348,0.08782,956,0.06916,767,-0.02698,8.798449999999998e-40,FALSE,39.05559382963819,Other,NA
FOXF2_MA0030.2,FOXF2,MA0030.2,C_FOXD1,8546,0.14227,607,0.11798,521,-0.07039,3.6365600000000005e-61,FALSE,60.43930924256142,Other,NA
FOXH1_MA0479.2,FOXH1,MA0479.2,C_FOXH1,8834,0.11277,451,0.08865,358,-0.03129,3.1794500000000002e-24,FALSE,23.497648000337495,Other,NA
FOXJ2ELF1_MA1952.2,FOXJ2::ELF1,MA1952.2,C_ETV2::FOXI1,27119,0.24742,3369,0.18318,2529,0.04319,3.60357e-71,FALSE,70.44326703727361,Other,NA
PITX1_MA0682.3,PITX1,MA0682.3,C_RHOXF1,9948,0.0617,349,0.04707,270,0.00583,6.33281e-4,FALSE,3.1984035416883594,Other,NA
FOXK1_MA0852.3,FOXK1,MA0852.3,C_FOXD1,12761,0.13926,854,0.11832,734,-0.08601,3.4029399999999997e-71,FALSE,70.46814570823555,Negative (Top 10%),NA
FOXK2_MA1103.3,FOXK2,MA1103.3,C_FOXD1,9768,0.14355,674,0.11672,574,-0.07202,8.75413e-66,FALSE,65.05778700834394,Other,NA
FOXO1ELF1_MA1953.2,FOXO1::ELF1,MA1953.2,C_ETV2::FOXI1,22480,0.14099,1804,0.10866,1412,-0.02249,1.24236e-37,FALSE,36.905752539941226,Other,NA
FOXO1ELK1_MA1954.2,FOXO1::ELK1,MA1954.2,C_ETV2::FOXI1,26525,0.13878,2076,0.11038,1634,-0.01518,2.4553700000000002e-26,FALSE,25.60988305472204,Other,NA
FOXO1ELK3_MA1955.2,FOXO1::ELK3,MA1955.2,C_ETV2::FOXI1,18459,0.13576,1434,0.10593,1118,-0.01453,9.64845e-18,FALSE,17.015542449403828,Other,NA
FOXO1FLI1_MA1956.2,FOXO1::FLI1,MA1956.2,C_ETV2::FOXI1,21686,0.13154,1578,0.10509,1255,-0.03699,8.43756e-49,FALSE,48.073783125855584,Other,NA
FOXP1_MA0481.4,FOXP1,MA0481.4,C_FOXD1,7327,0.17289,570,0.14517,474,-0.08037,1.11537e-60,FALSE,59.95258104086442,Other,NA
FOXP2_MA0593.2,FOXP2,MA0593.2,C_FOXD1,17049,0.09924,813,0.07805,670,-0.02979,3.9786099999999996e-35,FALSE,34.40026863012958,Other,NA
GABPA_MA0062.4,GABPA,MA0062.4,C_GABPA,36339,0.19005,3995,0.13397,2887,0.06933,1.68167e-90,FALSE,89.77425922330619,Other,NA
GATA1_MA0035.5,GATA1,MA0035.5,C_GATA1,2695,0.08598,116,0.05794,75,0.03507,3.42726e-14,FALSE,13.46505294772008,Other,NA
GATA1TAL1_MA0140.3,GATA1::TAL1,MA0140.3,C_GATA1::TAL1,7106,0.08311,343,0.06629,275,-0.01103,9.3398e-4,FALSE,3.0296624235371827,Other,NA
GATA2_MA0036.4,GATA2,MA0036.4,C_GATA6,3562,0.16059,285,0.13942,234,-0.0555,4.54222e-36,FALSE,35.34273183478556,Other,NA
GATA4_MA0482.3,GATA4,MA0482.3,C_GATA6,7002,0.21934,729,0.17142,559,-0.01673,3.50019e-18,FALSE,17.45590838030346,Other,NA
GATA5_MA0766.3,GATA5,MA0766.3,C_GATA6,4645,0.21928,475,0.17554,372,-0.0136,3.35802e-5,FALSE,4.473916721579813,Other,NA
GATA6_MA1104.3,GATA6,MA1104.3,C_GATA6,7926,0.16837,652,0.13612,529,-0.05727,3.693199999999999e-52,FALSE,51.43259717311142,Other,NA
GBX1_MA0889.2,GBX1,MA0889.2,C_PRRX2,3987,0.13522,207,0.11105,180,-0.10405,3.68213e-50,FALSE,49.43390088251153,Negative (Top 10%),NA
GBX2_MA0890.2,GBX2,MA0890.2,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
GCM1_MA0646.2,GCM1,MA0646.2,C_GCM1,4269,0.22284,398,0.16557,286,0.0247,2.82221e-13,FALSE,12.549410673626333,Other,NA
SOX2_MA0143.5,SOX2,MA0143.5,C_Sox7,4134,0.15427,316,0.11118,230,0.025,3.15193e-13,FALSE,12.501423436154344,Other,NA
GCM2_MA0767.2,GCM2,MA0767.2,C_GCM2,3462,0.19479,333,0.13749,261,0.00988,1.53967e-5,FALSE,4.812572352239274,Other,NA
GFI1_MA0038.3,GFI1,MA0038.3,C_Gfi1B,9455,0.1831,816,0.14141,681,-0.03914,5.4389599999999994e-39,FALSE,38.26448413512547,Other,NA
GLI3_MA1491.3,GLI3,MA1491.3,C_GLI3,7008,0.19737,728,0.13679,549,0.05516,1.9914199999999997e-51,FALSE,50.700837135529525,Other,NA
GLIS1_MA0735.2,GLIS1,MA0735.2,C_GLIS1,4036,0.17598,386,0.13975,314,-0.03756,6.61947e-29,FALSE,28.179176781752126,Other,NA
GRHL1_MA0647.2,GRHL1,MA0647.2,C_GRHL1,3472,0.13453,253,0.08999,160,0.0958,4.77038e-48,FALSE,47.32144702445467,Positive (Top 10%),NA
GRHL2_MA1105.3,GRHL2,MA1105.3,C_GRHL2,8898,0.17016,764,0.12915,563,0.02492,1.35738e-26,FALSE,25.867298554108473,Other,NA
GSC_MA0648.2,GSC,MA0648.2,C_RHOXF1,9948,0.0617,349,0.04707,270,0.00583,6.33281e-4,FALSE,3.1984035416883594,Other,NA
GSC2_MA0891.2,GSC2,MA0891.2,C_RHOXF1,9948,0.0617,349,0.04707,270,0.00583,6.33281e-4,FALSE,3.1984035416883594,Other,NA
GSX1_MA0892.2,GSX1,MA0892.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
GSX2_MA0893.3,GSX2,MA0893.3,C_VAX2,3303,0.06274,117,0.0482,89,-0.05742,1.11065e-22,FALSE,21.954422779057847,Other,NA
TCF3_MA0522.4,TCF3,MA0522.4,C_FIGLA,8203,0.07951,366,0.05558,259,0.00783,6.05094e-4,FALSE,3.218177153429844,Other,NA
HAND2_MA1638.2,HAND2,MA1638.2,C_NEUROD1,28547,0.0959,1497,0.07204,1159,-0.0133,8.61069e-16,FALSE,15.06496204585346,Other,NA
HES1_MA1099.3,HES1,MA1099.3,C_HES1,4503,0.13531,359,0.07235,214,0.13882,1.10006e-71,TRUE,70.95858362669789,Positive (Top 10%),HES1
HES2_MA0616.3,HES2,MA0616.3,C_HES1,4210,0.1564,388,0.09438,245,0.08367,1.5928e-55,FALSE,54.797838752980645,Other,NA
HESX1_MA0894.2,HESX1,MA0894.2,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
HEY2_MA0649.2,HEY2,MA0649.2,C_HES1,4153,0.12394,327,0.07406,204,0.09276,3.55613e-50,FALSE,49.44902237108465,Other,NA
HIC2_MA0738.2,HIC2,MA0738.2,C_HIC2,17260,0.05949,572,0.04306,448,0.05762,3.08359e-57,FALSE,56.51094337140406,Other,NA
HIF1A_MA1106.2,HIF1A,MA1106.2,C_HIF1A,7590,0.17552,731,0.12163,529,0.0673,4.649669999999999e-53,FALSE,52.33257786910246,Other,NA
HINFP_MA0131.3,HINFP,MA0131.3,C_HINFP,3149,0.1725,297,0.11631,210,0.11502,2.9257599999999996e-63,TRUE,62.5337613019122,Positive (Top 10%),NA
HLF_MA0043.4,HLF,MA0043.4,C_DBP,7446,0.05782,262,0.05207,218,-0.08291,1.16234e-53,FALSE,52.93466681641603,Negative (Top 10%),NA
HMBOX1_MA0895.2,HMBOX1,MA0895.2,C_HMBOX1,4309,0.11082,229,0.08414,178,-0.02597,3.71711e-15,FALSE,14.429794586688471,Other,NA
HNF1A_MA0046.3,HNF1A,MA0046.3,C_HNF1A,6380,0.02128,65,0.01413,59,0.0225,2.07036e-7,FALSE,6.683954131634987,Other,NA
HNF4A_MA1494.2,HNF4A,MA1494.2,C_HNF4A,8659,0.32052,1062,0.26675,904,-0.09015,9.85274e-72,FALSE,71.00644297748178,Negative (Top 10%),NA
HNF4A_MA0114.5,HNF4A,MA0114.5,C_HNF4A,11474,0.00696,44,0.0043,30,0.09615,9.28002e-35,FALSE,34.03245108780266,Positive (Top 10%),NA
HNF4G_MA0484.3,HNF4G,MA0484.3,C_HNF4A,11474,0.00696,44,0.0043,30,0.09615,9.28002e-35,FALSE,34.03245108780266,Positive (Top 10%),NA
HOXA10_MA0899.2,HOXA10,MA0899.2,C_HOXA10,8737,0.10119,437,0.09333,381,-0.11578,4.84232e-72,TRUE,71.31494651401817,Negative (Top 10%),NA
HOXA4_MA1496.2,HOXA4,MA1496.2,C_HOXD4,5029,0.12148,357,0.10502,318,-0.06162,8.75542e-43,FALSE,42.0577230158504,Other,NA
HOXA6_MA1497.2,HOXA6,MA1497.2,C_HOXB7,3613,0.05985,116,0.04351,86,0.02392,3.57468e-15,FALSE,14.446762829514483,Other,NA
HOXA7_MA1498.3,HOXA7,MA1498.3,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
HOXA9_MA0594.3,HOXA9,MA0594.3,C_HOXA9,514,0.14486,38,0.12952,35,-0.02802,0.0016454,FALSE,2.7837285070298243,Other,NA
HOXB2_MA0902.3,HOXB2,MA0902.3,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
TBX3_MA1566.3,TBX3,MA1566.3,C_TBX2,6842,0.04694,196,0.03871,152,-0.06152,1.3402599999999998e-40,FALSE,39.8728109437157,Other,NA
HOXB3_MA0903.2,HOXB3,MA0903.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
HOXB4_MA1499.2,HOXB4,MA1499.2,C_HOXD4,12161,0.16912,1053,0.13839,896,-0.05418,2.92848e-60,FALSE,59.533357737632024,Other,NA
HOXB5_MA0904.3,HOXB5,MA0904.3,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
HOXB6_MA1500.2,HOXB6,MA1500.2,C_HOXB7,3613,0.05985,116,0.04351,86,0.02392,3.57468e-15,FALSE,14.446762829514483,Other,NA
HOXB7_MA1501.2,HOXB7,MA1501.2,C_HOXB7,3613,0.05985,116,0.04351,86,0.02392,3.57468e-15,FALSE,14.446762829514483,Other,NA
HOXB8_MA1502.2,HOXB8,MA1502.2,C_HOXB7,3613,0.05985,116,0.04351,86,0.02392,3.57468e-15,FALSE,14.446762829514483,Other,NA
HOXB9_MA1503.2,HOXB9,MA1503.2,C_HOXC10,3271,0.2342,366,0.20385,309,-0.10075,5.864349999999999e-63,FALSE,62.231780117744044,Negative (Top 10%),NA
HOXC10_MA0905.2,HOXC10,MA0905.2,C_HOXC10,4037,0.19377,388,0.16832,320,-0.09083,1.43701e-57,FALSE,56.842540209646074,Negative (Top 10%),NA
HOXC11_MA0651.3,HOXC11,MA0651.3,C_HOXC10,2924,0.06995,101,0.05737,94,-0.0514,1.5406499999999999e-21,FALSE,20.812296011724897,Other,NA
HOXC12_MA0906.2,HOXC12,MA0906.2,C_HOXC10,3786,0.14727,245,0.11968,209,-0.06529,1.1490299999999998e-39,FALSE,38.93966863217823,Other,NA
HOXC13_MA0907.2,HOXC13,MA0907.2,C_HOXC13,5151,0.14183,362,0.11754,302,-0.08495,1.14723e-55,FALSE,54.940349504751495,Negative (Top 10%),NA
HOXC4_MA1504.2,HOXC4,MA1504.2,C_HOXD4,12161,0.16912,1053,0.13839,896,-0.05418,2.92848e-60,FALSE,59.533357737632024,Other,NA
HOXC8_MA1505.2,HOXC8,MA1505.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
HOXC9_MA0485.3,HOXC9,MA0485.3,C_HOXC10,3284,0.22899,363,0.19777,305,-0.09699,2.5403300000000003e-55,FALSE,54.59510986295886,Negative (Top 10%),NA
HOXD10_MA1506.2,HOXD10,MA1506.2,C_HOXC10,3727,0.1566,304,0.12576,237,-0.0374,2.36224e-16,FALSE,15.626675980820457,Other,NA
HOXD11_MA0908.2,HOXD11,MA0908.2,C_HOXC10,3897,0.16653,312,0.14773,272,-0.12347,3.7990799999999996e-69,TRUE,68.42032156109315,Negative (Top 10%),HOXD11
HOXD12_MA0873.2,HOXD12,MA0873.2,C_HOXC10,3000,0.14152,209,0.11566,168,-0.04609,1.7009600000000002e-26,FALSE,25.76930589919374,Other,NA
HOXD12ELK1_MA1958.2,HOXD12::ELK1,MA1958.2,C_HOXD12::ELK1,7668,0.13721,578,0.09388,408,0.05583,2.2276799999999998e-44,FALSE,43.652147194205384,Other,NA
HOXD4_MA1507.2,HOXD4,MA1507.2,C_HOXD4,12161,0.16912,1053,0.13839,896,-0.05418,2.92848e-60,FALSE,59.533357737632024,Other,NA
HOXD8_MA0910.3,HOXD8,MA0910.3,C_HOXB7,3613,0.05985,116,0.04351,86,0.02392,3.57468e-15,FALSE,14.446762829514483,Other,NA
HOXD9_MA0913.3,HOXD9,MA0913.3,C_HOXA10,7838,0.12921,482,0.11627,421,-0.11822,4.4705e-73,TRUE,72.34964390078369,Negative (Top 10%),NA
IKZF1_MA1508.2,IKZF1,MA1508.2,C_IKZF1,36331,0.1947,3569,0.14699,2721,0.02383,2.69563e-43,FALSE,42.569339718956385,Other,NA
IRF2_MA0051.2,IRF2,MA0051.2,C_IRF2,13188,0.14302,999,0.10471,778,0.01817,2.045e-25,FALSE,24.68930668765664,Other,NA
IRF3_MA1418.2,IRF3,MA1418.2,C_IRF3,19327,0.11303,1294,0.0766,889,0.06827,5.52824e-71,FALSE,70.25741311100052,Other,NA
IRF4_MA1419.2,IRF4,MA1419.2,C_STAT1::STAT2,8218,0.11376,546,0.08225,400,0.0245,1.1097999999999999e-21,FALSE,20.95475527952185,Other,NA
IRF7_MA0772.2,IRF7,MA0772.2,C_IRF7,15305,0.02682,248,0.01755,176,0.07682,2.9442700000000003e-55,FALSE,54.53102236616423,Other,NA
IRF8_MA0652.2,IRF8,MA0652.2,C_STAT1::STAT2,9163,0.06113,340,0.04174,255,0.07388,2.0106799999999999e-50,FALSE,49.696657041930614,Other,NA
ISL2_MA0914.2,ISL2,MA0914.2,C_Nkx3-2,13965,0.11962,842,0.09312,636,-0.01121,9.22164e-14,FALSE,13.035191836038235,Other,NA
ISX_MA0654.2,ISX,MA0654.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
JDP2_MA0656.2,JDP2,MA0656.2,C_FOSL1::JUN,5510,0.03393,115,0.02287,78,0.01119,0.0082593,FALSE,2.083056758856334,Other,NA
JUNJUNB_MA1132.2,JUN::JUNB,MA1132.2,C_FOSL1,17191,0.04097,430,0.02773,307,0.03838,4.04453e-31,FALSE,30.393131938888782,Other,NA
JUNJUNB_MA1133.2,JUN::JUNB,MA1133.2,C_FOSL1::JUN,6151,0.04904,188,0.03592,143,-0.0223,4.71981e-12,FALSE,11.326075483910916,Other,NA
KLF1_MA0493.3,KLF1,MA0493.3,C_KLF5,42219,0.3674,6203,0.27922,4941,-0.00882,2.25703e-17,FALSE,16.646462668326816,Other,NA
KLF11_MA1512.2,KLF11,MA1512.2,C_KLF16,25786,0.14904,2119,0.10017,1502,0.07022,9.02658e-81,FALSE,80.0444767644668,Other,NA
KLF13_MA0657.2,KLF13,MA0657.2,C_KLF13,8967,0.10234,557,0.06235,347,0.12921,2.5588799999999998e-79,TRUE,78.59195008009945,Positive (Top 10%),KLF13
KLF15_MA1513.2,KLF15,MA1513.2,C_KLF5,24416,0.42596,3958,0.30219,3036,0.03732,3.88071e-63,FALSE,62.4110888102632,Other,NA
KLF17_MA1514.2,KLF17,MA1514.2,C_KLF17,16696,0.24123,1837,0.1863,1438,-0.02002,3.5481799999999996e-34,FALSE,33.449994356420966,Other,NA
KLF2_MA1515.2,KLF2,MA1515.2,C_KLF5,31777,0.40469,4832,0.30446,3861,9.7e-4,0.216778,FALSE,0.6639847948431058,Other,NA
KLF3_MA1516.2,KLF3,MA1516.2,C_KLF3,15829,0.52103,3351,0.33967,2337,0.11627,3.0593599999999995e-98,TRUE,97.51436941585142,Positive (Top 10%),NA
KLF4_MA0039.5,KLF4,MA0039.5,C_KLF5,32754,0.48367,5620,0.36698,4540,-0.00992,4.6735800000000005e-24,FALSE,23.330350318875364,Other,NA
KLF6_MA1517.2,KLF6,MA1517.2,C_KLF9,14825,0.12416,962,0.08536,690,0.09662,2.68597e-77,FALSE,76.57089884234013,Positive (Top 10%),NA
KLF7_MA1959.2,KLF7,MA1959.2,C_KLF5,35108,0.4227,5563,0.31246,4387,0.0128,1.479e-26,FALSE,25.830031826003108,Other,NA
KLF9_MA1107.3,KLF9,MA1107.3,C_KLF9,32402,0.1317,2216,0.08859,1549,0.07698,2.70006e-88,FALSE,87.56862658495976,Other,NA
LBX1_MA0618.2,LBX1,MA0618.2,C_PRRX2,3987,0.13522,207,0.11105,180,-0.10405,3.68213e-50,FALSE,49.43390088251153,Negative (Top 10%),NA
LBX2_MA0699.2,LBX2,MA0699.2,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
LHX2_MA0700.3,LHX2,MA0700.3,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
LHX5_MA1519.2,LHX5,MA1519.2,C_VAX2,3303,0.06274,117,0.0482,89,-0.05742,1.11065e-22,FALSE,21.954422779057847,Other,NA
LHX6_MA0658.2,LHX6,MA0658.2,C_VAX2,2981,0.05764,101,0.04794,93,-0.11237,2.4979299999999996e-53,TRUE,52.60241973611388,Negative (Top 10%),NA
LHX9_MA0701.3,LHX9,MA0701.3,C_PRRX2,3987,0.13522,207,0.11105,180,-0.10405,3.68213e-50,FALSE,49.43390088251153,Negative (Top 10%),NA
LMX1A_MA0702.3,LMX1A,MA0702.3,C_VAX2,3743,0.06514,146,0.06134,146,-0.16445,1.16775e-69,TRUE,68.93265012404018,Negative (Top 10%),LMX1A
LMX1B_MA0703.3,LMX1B,MA0703.3,C_VAX2,3721,0.05135,115,0.04133,98,-0.08848,3.6584e-42,FALSE,41.436708811627376,Negative (Top 10%),NA
MAF_MA1520.2,MAF,MA1520.2,C_MAFA,7935,0.05558,251,0.03872,193,0.02095,1.91048e-9,FALSE,8.71885750439541,Other,NA
MAFNFE2_MA0501.2,MAF::NFE2,MA0501.2,C_MAFG::NFE2L1,16036,0.10191,987,0.08431,833,-0.05454,3.1286500000000004e-61,FALSE,60.50464301837205,Other,NA
NFE2_MA0841.2,NFE2,MA0841.2,C_FOSL1,11795,0.05283,372,0.04123,303,-0.03449,9.738759999999999e-29,FALSE,28.011496336698418,Other,NA
MAFA_MA1521.2,MAFA,MA1521.2,C_MAFA,8075,0.0748,346,0.04656,229,0.08991,2.2876799999999997e-58,FALSE,57.64060472461397,Other,NA
MAFF_MA0495.4,MAFF,MA0495.4,C_Mafb,11745,0.01958,146,0.01166,91,0.09537,1.4205999999999997e-51,FALSE,50.84752818966396,Positive (Top 10%),NA
MAFGNFE2L1_MA0089.3,MAFG::NFE2L1,MA0089.3,C_MAFG::NFE2L1,17000,0.10780000000000001,1040,0.08994,912,-0.06183,1.4620799999999998e-66,FALSE,65.83502886362439,Other,NA
MAXMYC_MA0059.2,MAX::MYC,MA0059.2,C_MAX::MYC,6020,0.12863,423,0.08762,298,0.01084,1.60235e-6,FALSE,5.795242615301404,Other,NA
MYC_MA0147.4,MYC,MA0147.4,C_Mlxip,5123,0.08824,277,0.05506,178,0.09465,4.42389e-56,FALSE,55.35419568029896,Positive (Top 10%),NA
MAZ_MA1522.2,MAZ,MA1522.2,C_PATZ1,21914,0.25717,2724,0.19316,2113,-0.01539,2.88915e-25,FALSE,24.539229909702648,Other,NA
MEF2A_MA0052.5,MEF2A,MA0052.5,C_MEF2D,15453,0.03754,334,0.02922,262,-0.00375,0.0548514,FALSE,1.2608122832302857,Other,NA
MEF2C_MA0497.2,MEF2C,MA0497.2,C_MEF2D,16854,0.04685,455,0.03729,375,-0.02576,8.567060000000001e-24,FALSE,23.06716819147692,Other,NA
