output_prefix,name,motif_id,cluster,total_tfbs,SEA_mean_score,SEA_bound,NOSEA_mean_score,NOSEA_bound,SEA_NOSEA_change,SEA_NOSEA_pvalue,SEA_NOSEA_highlighted,neglog10p,category,label
TEAD4_MA0809.3,TEAD4,MA0809.3,C_TEAD4,8979,0.06871,330,0.05094,266,0.00957,3.39797e-6,FALSE,5.468780459749484,Other,NA
TFAP2A_MA0810.2,TFAP2A,MA0810.2,C_TFAP2A,12983,0.87531,3312,0.6529,2687,-0.00414,5.62099e-4,FALSE,3.250187187336253,Other,NA
TFAP2A_MA0003.5,TFAP2A,MA0003.5,C_TFAP2E,13088,1.08242,3566,0.81013,2991,-0.00807,1.44053e-14,FALSE,13.84147769281655,Other,NA
TFAP2B_MA0811.2,TFAP2B,MA0811.2,C_TFAP2A,10428,1.19607,3148,0.92465,2636,-0.02427,5.4107299999999995e-39,FALSE,38.26674413718842,Other,NA
TFAP2B_MA0812.2,TFAP2B,MA0812.2,C_TFAP2E,8084,1.84708,3079,1.40113,2626,-0.01301,2.56182e-16,FALSE,15.591451388156123,Other,NA
TFAP2C_MA0524.3,TFAP2C,MA0524.3,C_TFAP2A,10422,1.19828,3114,0.92166,2632,-0.03431,9.399409999999999e-50,FALSE,49.02689940616477,Other,NA
TFAP2C_MA0814.3,TFAP2C,MA0814.3,C_TFAP2E,15346,1.10845,4351,0.82463,3600,-0.00745,3.69203e-12,FALSE,11.43273477872372,Other,NA
TFAP2E_MA1569.2,TFAP2E,MA1569.2,C_TFAP2E,11242,1.56112,4033,1.16985,3413,-0.01166,1.0522800000000001e-19,FALSE,18.977868683875275,Other,NA
TFAP4ETV1_MA1966.2,TFAP4::ETV1,MA1966.2,C_ETV5::FIGLA,13160,0.32995,2033,0.23416,1455,0.05978,8.656249999999999e-71,FALSE,70.06267020925546,Other,NA
TFAP4FLI1_MA1967.2,TFAP4::FLI1,MA1967.2,C_TFAP4::FLI1,13170,0.33891,1740,0.25961,1409,-0.01424,1.76494e-17,FALSE,16.753270054078897,Other,NA
TFCP2_MA1968.2,TFCP2,MA1968.2,C_TFCP2,3137,0.13384,240,0.08236,150,0.11591,2.4650299999999996e-63,TRUE,62.608177790887694,Positive (Top 10%),NA
TFDP1_MA1122.2,TFDP1,MA1122.2,C_E2F6,11631,0.48064,2112,0.34853,1645,0.0255,6.00048e-38,FALSE,37.22181400744747,Other,NA
TFEB_MA0692.2,TFEB,MA0692.2,C_BHLHE41,8413,0.15056,686,0.10452,497,0.01586,6.39906e-12,FALSE,11.19388381770296,Other,NA
TFEC_MA0871.3,TFEC,MA0871.3,C_BHLHE41,6020,0.12503,420,0.08594,298,-8.9e-4,0.76607,FALSE,0.115731544695391,Other,NA
THAP1_MA0597.3,THAP1,MA0597.3,C_THAP1,15184,0.14795,1224,0.09989,843,0.07736,9.16744e-73,FALSE,72.03775192377306,Other,NA
THRA_MA1969.2,THRA,MA1969.2,C_THRA,13059,0.16605,1074,0.13332,842,-0.0177,9.745789999999999e-21,FALSE,20.011182950929665,Other,NA
THRB_MA1574.2,THRB,MA1574.2,C_Nr2f6,10364,0.4119,1548,0.31227,1244,-0.00183,0.00239482,FALSE,2.6207271235623604,Other,NA
THRB_MA1575.2,THRB,MA1575.2,C_THRB,4826,0.09792,287,0.05874,159,0.11504,1.9695e-60,TRUE,59.70564401485484,Positive (Top 10%),NA
THRB_MA1576.2,THRB,MA1576.2,C_THRB,11372,0.10225,607,0.07614,495,0.03013,6.80018e-26,FALSE,25.16747959141551,Other,NA
TLX2_MA1577.2,TLX2,MA1577.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
TP73_MA0861.2,TP73,MA0861.2,C_TP73,4414,0.47875,711,0.39588,617,-0.06354,2.1782299999999997e-54,FALSE,53.66189626486626,Other,NA
TRPS1_MA1970.2,TRPS1,MA1970.2,C_GATA6,7112,0.16964,608,0.13516,481,-0.05366,1.19632e-48,FALSE,47.9221526366974,Other,NA
TWIST1_MA1123.3,TWIST1,MA1123.3,C_Ptf1A,10294,0.09859,547,0.07651,431,-0.00362,0.0215595,FALSE,1.6663613153665109,Other,NA
UNCX_MA0721.2,UNCX,MA0721.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
USF1_MA0093.4,USF1,MA0093.4,C_BHLHE41,9740,0.14196,702,0.09999,507,-0.00665,4.05216e-4,FALSE,3.3923134148060234,Other,NA
USF2_MA0526.5,USF2,MA0526.5,C_BHLHE41,3907,0.07731,163,0.04112,103,0.12747,2.41203e-58,TRUE,57.61761729489282,Positive (Top 10%),USF2
VAX1_MA0722.2,VAX1,MA0722.2,C_VAX2,6901,0.13057,452,0.10965,435,-0.10168,6.106029999999999e-66,FALSE,65.2142410662669,Negative (Top 10%),NA
VAX2_MA0723.3,VAX2,MA0723.3,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
VEZF1_MA1578.2,VEZF1,MA1578.2,C_VEZF1,20892,0.12004,1356,0.09996,1150,-0.07009,1.9014e-73,FALSE,72.72092651042605,Other,NA
VSX1_MA0725.2,VSX1,MA0725.2,C_VAX2,3744,0.06191,138,0.05441,129,-0.13353,8.14882e-62,TRUE,61.08890527525893,Negative (Top 10%),VSX1
VSX2_MA0726.2,VSX2,MA0726.2,C_VAX2,3744,0.06191,138,0.05441,129,-0.13353,8.14882e-62,TRUE,61.08890527525893,Negative (Top 10%),VSX2
XBP1_MA0844.2,XBP1,MA0844.2,C_CREB3,3319,0.12885,264,0.08185,165,0.11015,5.2896100000000005e-56,TRUE,55.27657634707479,Positive (Top 10%),NA
YY2_MA0748.3,YY2,MA0748.3,C_YY2,3821,0.24149,518,0.13244,305,0.19919,3.9324699999999996e-86,TRUE,85.40533458183478,Positive (Top 10%),YY2
ZBED1_MA0749.2,ZBED1,MA0749.2,C_ZBED1,987,0.27087,91,0.20442,63,-0.04111,1.57613e-10,FALSE,9.80240796454048,Other,NA
ZBED2_MA1971.2,ZBED2,MA1971.2,C_IRF6,2811,0.087,157,0.05727,98,0.08735,2.79703e-37,FALSE,36.55330287550742,Other,NA
ZBTB12_MA1649.2,ZBTB12,MA1649.2,C_ZBTB12,9330,0.13246,646,0.09501,461,0.03881,1.0916099999999999e-39,FALSE,38.96193249450734,Other,NA
ZBTB14_MA1650.2,ZBTB14,MA1650.2,C_ZBTB14,5838,0.22445,611,0.14146,388,0.1205,1.85132e-74,TRUE,73.73251850711274,Positive (Top 10%),NA
ZBTB18_MA0698.2,ZBTB18,MA0698.2,C_ZBTB18,12918,0.07268,474,0.05703,384,-0.04271,4.08299e-44,FALSE,43.38902168374346,Other,NA
ZBTB26_MA1579.2,ZBTB26,MA1579.2,C_ZBTB26,14638,0.41782,1995,0.35538,1764,-0.10357,1.49795e-91,TRUE,90.82450268268896,Negative (Top 10%),NA
ZBTB33_MA0527.2,ZBTB33,MA0527.2,C_ZBTB33,2268,0.15962,208,0.11093,161,0.03549,1.24342e-14,FALSE,13.905382151428388,Other,NA
ZBTB6_MA1581.2,ZBTB6,MA1581.2,C_ZBTB6,13769,0.48938,2381,0.37134,1852,0.0095,8.75069e-14,FALSE,13.057957701105932,Other,NA
ZBTB7A_MA0750.3,ZBTB7A,MA0750.3,C_GABPA,15303,0.30411,2479,0.20205,1694,0.10699,3.49026e-97,TRUE,96.45714221992924,Positive (Top 10%),NA
ZBTB7B_MA0694.2,ZBTB7B,MA0694.2,C_ZBTB7B,5241,0.10429,272,0.07501,192,-0.02479,9.7839e-15,FALSE,14.00948799481786,Other,NA
ZBTB7C_MA0695.2,ZBTB7C,MA0695.2,C_ZBTB7B,4737,0.10216,234,0.07398,175,0.0214,4.06273e-12,FALSE,11.391182038959936,Other,NA
ZEB1_MA0103.4,ZEB1,MA0103.4,C_FIGLA,23498,0.06074,750,0.04172,559,-0.00284,0.0141999,FALSE,1.8477147140395571,Other,NA
ZFP42_MA1651.2,ZFP42,MA1651.2,C_ZFP42,11492,0.25318,1366,0.15692,950,0.10442,9.35438e-79,FALSE,78.02898499186273,Positive (Top 10%),NA
ZFP57_MA1583.2,ZFP57,MA1583.2,C_ZFP57,2123,0.42629,347,0.31247,285,-0.06788,5.34362e-44,FALSE,43.27216443334893,Other,NA
ZIC4_MA0751.2,ZIC4,MA0751.2,C_ZIC1,8573,0.25604,1028,0.20113,789,-0.00474,0.0554125,FALSE,1.256392255692609,Other,NA
ZIC5_MA1584.2,ZIC5,MA1584.2,C_ZIC1,8844,0.36621,1444,0.27721,1053,0.01273,3.42515e-13,FALSE,12.465320404391756,Other,NA
ZIM3_MA1709.2,ZIM3,MA1709.2,C_ZIM3,21955,0.07617,951,0.05349,665,0.05293,4.9710899999999995e-54,FALSE,53.303548374026654,Other,NA
ZKSCAN1_MA1585.2,ZKSCAN1,MA1585.2,C_ZKSCAN1,5597,0.37677,691,0.30402,585,-0.05404,3.74665e-43,FALSE,42.42635687540587,Other,NA
ZKSCAN3_MA1973.2,ZKSCAN3,MA1973.2,C_ZKSCAN3,13171,0.28072,1372,0.19843,1022,0.03101,1.75033e-38,FALSE,37.75688006350344,Other,NA
ZKSCAN5_MA1652.2,ZKSCAN5,MA1652.2,C_ZKSCAN5,25418,0.21029,2925,0.15037,2090,0.03143,3.9509299999999997e-54,FALSE,53.403300664796674,Other,NA
ZNF140_MA1589.2,ZNF140,MA1589.2,C_ZNF140,9800,0.13957,698,0.10251,536,0.049,3.5322899999999996e-40,FALSE,39.45194364817783,Other,NA
ZNF148_MA1653.2,ZNF148,MA1653.2,C_PATZ1,42100,0.27687,5617,0.20214,4208,0.01864,3.9879900000000003e-48,FALSE,47.39924593936496,Other,NA
ZNF16_MA1654.2,ZNF16,MA1654.2,C_ZNF16,15618,0.34619,2516,0.26974,1996,3e-5,0.215971,FALSE,0.6656045608190584,Other,NA
ZNF189_MA1725.2,ZNF189,MA1725.2,C_ZNF189,16234,0.13214,1201,0.09462,853,0.08132,3.33995e-73,FALSE,72.4762600346515,Other,NA
ZNF211_MA1974.2,ZNF211,MA1974.2,C_ZNF211,4570,0.17328,426,0.13217,339,-0.01948,9.28226e-14,FALSE,13.032346270975827,Other,NA
ZNF214_MA1975.2,ZNF214,MA1975.2,C_ZNF214,8433,0.13154,615,0.10144,498,-0.01727,2.81114e-13,FALSE,12.551117525181093,Other,NA
ZNF257_MA1710.2,ZNF257,MA1710.2,C_ZNF257,26688,0.25478,3135,0.18649,2421,0.0145,2.3428800000000002e-24,FALSE,23.63024995496789,Other,NA
ZNF263_MA0528.3,ZNF263,MA0528.3,C_SP5,19213,0.32943,2836,0.24247,2115,0.03164,1.04115e-54,FALSE,53.98248669654196,Other,NA
ZNF274_MA1592.2,ZNF274,MA1592.2,C_ZNF274,9506,0.06484,363,0.04528,263,0.03295,5.1707e-27,FALSE,26.286450658925688,Other,NA
ZNF281_MA1630.3,ZNF281,MA1630.3,C_PATZ1,44649,0.31345,6574,0.23091,5032,0.00846,2.26003e-17,FALSE,16.645885795919863,Other,NA
ZNF282_MA1154.2,ZNF282,MA1154.2,C_ZNF282,9864,0.27652,1162,0.22895,996,-0.08142,1.46063e-70,FALSE,69.8354597835928,Other,NA
ZNF317_MA1593.2,ZNF317,MA1593.2,C_ZNF317,16939,0.08116,722,0.05736,491,0.06765,1.29615e-56,FALSE,55.88734473580905,Other,NA
ZNF320_MA1976.2,ZNF320,MA1976.2,C_ZNF320,21391,0.50013,3729,0.37673,2951,2.4e-4,0.380232,FALSE,0.4199513360802367,Other,NA
ZNF324_MA1977.2,ZNF324,MA1977.2,C_ZNF324,12976,0.08367,631,0.06305,492,0.02668,1.2138400000000002e-24,FALSE,23.915838555185438,Other,NA
ZNF331_MA1726.2,ZNF331,MA1726.2,C_ZNF331,18663,0.2563,2268,0.18805,1692,0.01592,4.44184e-20,FALSE,19.352437089274396,Other,NA
ZNF341_MA1655.2,ZNF341,MA1655.2,C_ZNF341,10506,0.22253,1157,0.17056,905,0.00797,7.45258e-8,FALSE,7.127693353319877,Other,NA
ZNF343_MA1711.2,ZNF343,MA1711.2,C_ZNF343,9900,0.25944,1081,0.18878,776,0.05899,1.17157e-57,FALSE,56.931231757681175,Other,NA
ZNF354A_MA1978.2,ZNF354A,MA1978.2,C_ZNF354A,21617,0.03256,400,0.02281,296,0.02659,1.23971e-26,FALSE,25.90667989558739,Other,NA
ZNF384_MA1125.2,ZNF384,MA1125.2,C_ZNF384,21823,0.01104,145,0.00704,88,0.07356,3.97236e-44,FALSE,43.40095139992269,Other,NA
ZNF410_MA0752.2,ZNF410,MA0752.2,C_ZNF410,5720,0.27228,623,0.21813,483,-0.03911,7.075409999999999e-34,FALSE,33.15024838893746,Other,NA
ZNF416_MA1979.2,ZNF416,MA1979.2,C_ZNF416,13345,0.4832,1969,0.38246,1637,-0.03558,1.64676e-42,FALSE,41.78336969061204,Other,NA
ZNF417_MA1727.2,ZNF417,MA1727.2,C_ZNF417,3952,0.13656,298,0.07815,175,0.16148,2.1309999999999997e-71,TRUE,70.6714165502858,Positive (Top 10%),ZNF417
ZNF449_MA1656.2,ZNF449,MA1656.2,C_ZNF449,12212,0.34105,1836,0.24009,1274,0.08051,7.87342e-77,FALSE,76.10383658091956,Other,NA
ZNF454_MA1712.2,ZNF454,MA1712.2,C_ZNF454,20219,0.24338,2533,0.16933,1736,0.09213,2.3757199999999995e-93,TRUE,92.62420474619111,Other,NA
ZNF530_MA1981.2,ZNF530,MA1981.2,C_ZNF530,26670,0.28727,3399,0.21626,2566,0.03545,5.60339e-61,FALSE,60.25154914927016,Other,NA
ZNF549_MA1728.2,ZNF549,MA1728.2,C_ZNF549,17093,0.30549,2104,0.23712,1635,0.0061,1.12738e-7,FALSE,6.947929673939002,Other,NA
ZNF574_MA1982.2,ZNF574,MA1982.2,C_ZNF574,11211,0.23162,1227,0.16405,883,0.08681,4.5184099999999996e-80,FALSE,79.34501436379664,Other,NA
ZNF582_MA1983.2,ZNF582,MA1983.2,C_ZNF582,10646,0.15993,881,0.11625,683,0.00996,5.85138e-5,FALSE,4.232741697044937,Other,NA
ZNF610_MA1713.2,ZNF610,MA1713.2,C_ZNF610,14697,0.34815,2353,0.21578,1541,0.14842,2.7325899999999994e-109,TRUE,108.5634255253125,Positive (Top 10%),ZNF610
ZNF652_MA1657.2,ZNF652,MA1657.2,C_ZNF652,8700,0.00738,44,0.00362,20,0.18987,8.830360000000001e-48,TRUE,47.05402159055307,Positive (Top 10%),ZNF652
ZNF667_MA1984.2,ZNF667,MA1984.2,C_ZNF667,9903,0.14733,821,0.11545,632,-0.00642,5.16086e-5,FALSE,4.287277921990336,Other,NA
ZNF675_MA1714.2,ZNF675,MA1714.2,C_ZNF675,12461,0.03754,262,0.02893,217,0.00908,0.0371975,FALSE,1.4294862475559913,Other,NA
ZNF680_MA1729.2,ZNF680,MA1729.2,C_ZNF680,15771,0.13237,1111,0.09831,814,0.02646,4.6786099999999997e-32,FALSE,31.329883155258155,Other,NA
ZNF682_MA1599.2,ZNF682,MA1599.2,C_ZNF682,14178,0.7001,3151,0.50018,2518,0.00849,5.53592e-14,FALSE,13.256810194528464,Other,NA
ZNF684_MA1600.2,ZNF684,MA1600.2,C_ZNF684,13245,0.60026,2423,0.49477,2028,-0.04466,2.18036e-56,FALSE,55.66147179396163,Other,NA
ZNF692_MA1986.2,ZNF692,MA1986.2,C_ZNF692,9749,0.2297,1013,0.14668,673,0.11176,2.7741200000000003e-83,TRUE,82.55687475659704,Positive (Top 10%),NA
ZNF701_MA1987.2,ZNF701,MA1987.2,C_ZNF701,26791,0.39115,4173,0.28873,3158,0.02354,3.1643799999999997e-49,FALSE,48.49971136904489,Other,NA
ZNF708_MA1730.2,ZNF708,MA1730.2,C_ZNF708,13091,0.36832,2024,0.29021,1610,-0.01887,3.37262e-25,FALSE,24.47203258890271,Other,NA
ZNF740_MA0753.3,ZNF740,MA0753.3,C_ZNF740,18619,0.14734,1405,0.10903,1098,-0.03163,9.35616e-41,FALSE,40.02890235991516,Other,NA
ZNF76_MA1716.2,ZNF76,MA1716.2,C_ZNF76,11301,0.72555,1952,0.46943,1534,0.06027,1.40495e-64,FALSE,63.85233913135355,Other,NA
ZNF768_MA1731.2,ZNF768,MA1731.2,C_ZNF768,24648,0.13169,1820,0.09413,1316,0.0471,6.27177e-62,FALSE,61.20260987659313,Other,NA
ZNF784_MA1717.2,ZNF784,MA1717.2,C_ZNF784,3854,0.38269,449,0.30191,398,-0.06114,2.0857399999999998e-45,FALSE,44.68073982994729,Other,NA
ZNF816_MA1719.2,ZNF816,MA1719.2,C_ZNF816,13492,0.33438,1974,0.25311,1529,0.01151,5.22462e-19,FALSE,18.28194529141874,Other,NA
ZNF85_MA1720.2,ZNF85,MA1720.2,C_ZNF85,8210,0.20952,818,0.16919,661,-0.05444,8.0616000000000005e-56,FALSE,55.09357875444673,Other,NA
ZNF93_MA1721.2,ZNF93,MA1721.2,C_ZNF93,21447,0.26998,2847,0.17786,1899,0.0941,1.3765099999999998e-92,TRUE,91.86122062921868,Positive (Top 10%),NA
ZSCAN29_MA1602.2,ZSCAN29,MA1602.2,C_ZSCAN29,5412,0.68132,838,0.53947,727,-0.07509,2.69997e-56,FALSE,55.568641061362065,Other,NA
ZSCAN31_MA1722.2,ZSCAN31,MA1722.2,C_ZSCAN31,6761,0.05829,256,0.038,155,0.12516,6.2949e-66,TRUE,65.20101116464954,Positive (Top 10%),ZSCAN31
Spz1_MA0111.1,Spz1,MA0111.1,C_Spz1,8104,0.82069,1828,0.66514,1554,-0.08623,1.03291e-75,FALSE,74.98593751798296,Negative (Top 10%),NA
Sox7_MA2095.1,Sox7,MA2095.1,C_Sox7,10129,0.18068,864,0.14834,715,-0.06234,1.5503700000000002e-56,FALSE,55.80956464390561,Other,NA
Ebf4_MA2122.1,Ebf4,MA2122.1,C_EBF1,13093,0.93005,3224,0.77565,2867,-0.10099,9.09448e-95,TRUE,94.04122212778101,Negative (Top 10%),NA
Hand1_MA2123.1,Hand1,MA2123.1,C_Hand1,13217,0.11361,776,0.08258,562,0.04529,6.911660000000001e-48,FALSE,47.160417633919735,Other,NA
Hmga1_MA2124.1,Hmga1,MA2124.1,C_Hmga1,13503,0.03839,305,0.03069,253,-0.03864,9.5052e-35,FALSE,34.02203874066255,Other,NA
Zfp809_MA2125.1,Zfp809,MA2125.1,C_Zfp809,19211,0.41865,2324,0.33762,2000,-0.06027,1.30393e-72,FALSE,71.88474572258396,Other,NA
Zfp961_MA2126.1,Zfp961,MA2126.1,C_Zfp961,4433,0.15113,368,0.09821,251,0.07523,8.59433e-49,FALSE,48.065787974549316,Other,NA
Nr1h3_MA2337.1,Nr1h3,MA2337.1,C_Nr1h3,26115,0.06022,974,0.04473,714,0.02496,1.57773e-29,FALSE,28.801967316426325,Other,NA
Ppara_MA2338.1,Ppara,MA2338.1,C_Nr1h3,7263,0.04114,186,0.02638,134,0.08463,1.42386e-48,FALSE,47.846532710289395,Other,NA
Nanog_MA2339.1,Nanog,MA2339.1,C_Nanog,2764,0.06313,84,0.04627,71,0.02763,5.28408e-16,FALSE,15.277030615869103,Other,NA
Zbtb2_MA2340.1,Zbtb2,MA2340.1,C_ETS1,9425,0.29795,1513,0.18763,982,0.12287,1.16201e-90,TRUE,89.93479013448774,Positive (Top 10%),Zbtb2
AhrArnt_MA0006.2,Ahr::Arnt,MA0006.2,C_Ahr::Arnt,49094,0.1504,3603,0.09862,2537,0.04663,8.06683e-79,FALSE,78.0932970952623,Other,NA
Alx1_MA0854.2,Alx1,MA0854.2,C_Alx1,2689,0.03461,57,0.02461,37,0.00464,0.233379,FALSE,0.6319382253876308,Other,NA
Alx4_MA0853.2,Alx4,MA0853.2,C_Alx1,3205,0.11652,176,0.10313,154,-0.09302,1.6757899999999999e-43,FALSE,42.7757804054882,Negative (Top 10%),NA
Ar_MA0007.4,Ar,MA0007.4,C_Pgr,5200,0.15112,401,0.11406,300,0.02942,5.8477899999999995e-22,FALSE,21.233008231720298,Other,NA
Arid3b_MA0601.2,Arid3b,MA0601.2,C_Arid3b,3386,0.13275,234,0.11722,202,-0.13895,2.0255800000000002e-74,TRUE,73.6934505997416,Negative (Top 10%),Arid3b
Arid5a_MA0602.2,Arid5a,MA0602.2,C_Arid5a,3580,0.03435,75,0.02999,59,-0.04635,5.061490000000001e-18,FALSE,17.295721616851445,Other,NA
Arntl_MA0603.2,Arntl,MA0603.2,C_Mlxip,5003,0.0983,292,0.06504,202,0.03678,5.09435e-22,FALSE,21.292911220768758,Other,NA
Arx_MA0874.2,Arx,MA0874.2,C_Alx1,3623,0.09155,157,0.07518,131,-0.02469,3.05201e-6,FALSE,5.515414047736258,Other,NA
Atf3_MA1988.2,Atf3,MA1988.2,C_FOSL1,15148,0.04382,406,0.03275,319,-0.00477,0.00518677,FALSE,2.2851030097556913,Other,NA
Atoh1_MA0461.3,Atoh1,MA0461.3,C_Atoh1,3842,0.21385,412,0.18485,338,-0.04845,2.37272e-31,FALSE,30.62475350899281,Other,NA
Atoh1_MA1467.3,Atoh1,MA1467.3,C_NEUROD1,8170,0.09857,457,0.07427,356,0.00198,0.0068624,FALSE,2.163523971105002,Other,NA
Bach1Mafk_MA0591.2,Bach1::Mafk,MA0591.2,C_MAFG::NFE2L1,15968,0.09777,882,0.0773,721,-0.03727,2.3827899999999998e-43,FALSE,42.62291423119949,Other,NA
Jun_MA0489.3,Jun,MA0489.3,C_FOSL1,17704,0.04603,480,0.03372,390,0.02051,1.04367e-17,FALSE,16.98143680002581,Other,NA
Bcl11B_MA1989.2,Bcl11B,MA1989.2,C_Bcl11B,19095,0.10299,1061,0.07257,766,0.02963,2.07549e-35,FALSE,34.68287935477174,Other,NA
Bhlha15_MA1472.3,Bhlha15,MA1472.3,C_Twist2,8041,0.0391,178,0.02503,114,0.07562,6.62578e-46,FALSE,45.17876298837139,Other,NA
Creb5_MA0840.2,Creb5,MA0840.2,C_FOSL1::JUN,5302,0.03413,106,0.02391,76,-0.01704,1.18242e-6,FALSE,5.927228233028936,Other,NA
Crx_MA0467.3,Crx,MA0467.3,C_RHOXF1,9948,0.0617,349,0.04707,270,0.00583,6.33281e-4,FALSE,3.1984035416883594,Other,NA
Hoxa13_MA0650.4,Hoxa13,MA0650.4,C_Hoxd13,8392,0.09166,342,0.07837,310,-0.05167,6.229129999999999e-44,FALSE,43.20557260544091,Other,NA
Dlx2_MA0885.3,Dlx2,MA0885.3,C_RAX,3882,0.09141,194,0.07304,137,-0.01912,5.14143e-8,FALSE,7.288916072690487,Other,NA
Dlx3_MA0880.2,Dlx3,MA0880.2,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
Dlx4_MA0881.2,Dlx4,MA0881.2,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
Dlx5_MA1476.3,Dlx5,MA1476.3,C_RAX,3882,0.09141,194,0.07304,137,-0.01912,5.14143e-8,FALSE,7.288916072690487,Other,NA
Dmbx1_MA0883.2,Dmbx1,MA0883.2,C_RHOXF1,3683,0.07348,144,0.05052,97,0.08357,1.36515e-36,FALSE,35.864819626576924,Other,NA
Dmrt1_MA1603.2,Dmrt1,MA1603.2,C_Dmrt1,9382,0.03208,182,0.02214,133,0.02168,1.62903e-11,FALSE,10.78807091770838,Other,NA
Dux_MA0611.3,Dux,MA0611.3,C_Dux,4696,0.196,449,0.17981,429,-0.18295,2.3454799999999998e-91,TRUE,90.62976826594712,Negative (Top 10%),Dux
Ebf2_MA1604.2,Ebf2,MA1604.2,C_EBF3,12494,0.31592,1513,0.24598,1213,-0.01156,7.76068e-9,FALSE,8.110100223676199,Other,NA
Elf5_MA0136.4,Elf5,MA0136.4,C_IKZF2,37030,0.17459,3800,0.11803,2614,0.09545,2.6050299999999996e-104,TRUE,103.58418727092129,Positive (Top 10%),NA
Foxo1_MA0480.3,Foxo1,MA0480.3,C_FOXD1,9768,0.14355,674,0.11672,574,-0.07202,8.75413e-66,FALSE,65.05778700834394,Other,NA
Erg_MA0474.4,Erg,MA0474.4,C_GABPA,36845,0.19632,4155,0.13899,2999,0.07017,1.89691e-96,TRUE,95.72195327397723,Other,NA
Esrrg_MA0643.2,Esrrg,MA0643.2,C_Nr1h3,9897,0.01042,59,0.00733,48,0.0214,0.00923336,FALSE,2.034640231376933,Other,NA
Foxf1_MA1606.2,Foxf1,MA1606.2,C_FOXD1,9768,0.14355,674,0.11672,574,-0.07202,8.75413e-66,FALSE,65.05778700834394,Other,NA
Foxj3_MA0851.2,Foxj3,MA0851.2,C_FOXD1,11507,0.09763,561,0.07623,449,-0.02586,4.51461e-23,FALSE,22.345379760779835,Other,NA
Foxl2_MA1607.2,Foxl2,MA1607.2,C_FOXD1,13238,0.19105,1034,0.15771,883,-0.09121,7.97222e-76,FALSE,75.098420725091,Negative (Top 10%),NA
Foxo3_MA0157.4,Foxo3,MA0157.4,C_FOXD1,9768,0.14355,674,0.11672,574,-0.07202,8.75413e-66,FALSE,65.05778700834394,Other,NA
Gata3_MA0037.5,Gata3,MA0037.5,C_GATA6,7112,0.16964,608,0.13516,481,-0.05366,1.19632e-48,FALSE,47.9221526366974,Other,NA
Gfi1B_MA0483.2,Gfi1B,MA0483.2,C_Gfi1B,14313,0.17612,1143,0.12791,890,3.8e-4,0.440134,FALSE,0.3564150812392846,Other,NA
Gli1_MA1990.2,Gli1,MA1990.2,C_Gli2,10093,0.29102,1192,0.21988,928,-0.01974,1.28898e-21,FALSE,20.889753821170277,Other,NA
Gli2_MA0734.4,Gli2,MA0734.4,C_Gli2,8572,0.13494,611,0.09668,479,0.00797,1.78376e-6,FALSE,5.748663579156823,Other,NA
Gmeb1_MA0615.2,Gmeb1,MA0615.2,C_Gmeb1,1195,0.12776,72,0.12378,65,-0.12625,8.873909999999999e-42,TRUE,41.05188498025115,Negative (Top 10%),Gmeb1
Hand1Tcf3_MA0092.2,Hand1::Tcf3,MA0092.2,C_Hand1::Tcf3,10358,0.44343,1550,0.3541,1271,-0.01571,2.3243e-18,FALSE,17.63370781778946,Other,NA
Hic1_MA0739.2,Hic1,MA0739.2,C_Hic1,6773,0.3354,859,0.25389,668,0.00739,0.00555621,FALSE,2.255221348226419,Other,NA
Hmx1_MA0896.2,Hmx1,MA0896.2,C_Hmx2,5213,0.01941,45,0.01346,43,0.01369,0.131946,FALSE,0.8796037710692365,Other,NA
Hmx2_MA0897.2,Hmx2,MA0897.2,C_Hmx2,6792,0.12735,408,0.11235,389,-0.11566,1.16795e-75,TRUE,74.93257574899494,Negative (Top 10%),NA
Hmx3_MA0898.2,Hmx3,MA0898.2,C_Hmx2,4964,0.02114,51,0.01129,37,0.10956,2.5945e-36,FALSE,35.58594632496905,Positive (Top 10%),NA
Hnf1A_MA1991.2,Hnf1A,MA1991.2,C_Hnf1A,11422,0.17488,982,0.14598,861,-0.08167,6.9668e-72,FALSE,71.15696665683204,Other,NA
Hoxa11_MA0911.2,Hoxa11,MA0911.2,C_HOXC10,3453,0.18441,298,0.15986,263,-0.11591,2.01466e-63,TRUE,62.69579823616452,Negative (Top 10%),NA
Hoxd13_MA0909.4,Hoxd13,MA0909.4,C_Hoxd13,5931,0.1015,283,0.08498,244,-0.08442,2.67257e-55,FALSE,54.57307091092158,Negative (Top 10%),NA
Ikzf3_MA1992.2,Ikzf3,MA1992.2,C_GABPA,37366,0.22588,4785,0.15813,3402,0.07076,3.41687e-97,TRUE,96.46637154427899,Other,NA
