output_prefix,motif_id,motif_name,SEA_NOSEA_change,SEA_NOSEA_pvalue,SEA_NOSEA_highlighted,IF_UF_change,IF_UF_pvalue,IF_UF_highlighted,highlighted,quadrant,plot_group
TBX2_MA0688.2,MA0688.2,TBX2,-0.04743,4.6401e-32,FALSE,-0.02122,1.12887e-6,FALSE,FALSE,Low in Both,Not highlighted
TCF12_MA1648.2,MA1648.2,TCF12,0.00783,6.05094e-4,FALSE,-0.12842,8.95467e-67,TRUE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
TCF21_MA1568.2,MA1568.2,TCF21,-0.0514,1.0403500000000001e-33,FALSE,-0.0366,3.82074e-22,FALSE,FALSE,Low in Both,Not highlighted
TCF4_MA0830.3,MA0830.3,TCF4,0.00448,0.455994,FALSE,-0.13277,4.63745e-67,TRUE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
TCF7_MA0769.3,MA0769.3,TCF7,-0.14506,3.49251e-74,TRUE,0.00419,0.0134965,FALSE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
TCF7L2_MA0523.2,MA0523.2,TCF7L2,-0.05385,7.560349999999999e-51,FALSE,-0.06294,3.94848e-50,FALSE,FALSE,Low in Both,Not highlighted
TCFL5_MA0632.3,MA0632.3,TCFL5,0.11653,1.8071699999999998e-63,TRUE,-0.05094,1.19466e-23,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
TEAD1_MA0090.4,MA0090.4,TEAD1,0.02152,4.64178e-22,FALSE,0.00341,0.70399,FALSE,FALSE,High in Both,Not highlighted
TEAD2_MA1121.2,MA1121.2,TEAD2,0.04029,7.62369e-18,FALSE,-0.02082,4.17498e-4,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
TEAD4_MA0809.3,MA0809.3,TEAD4,0.00957,3.39797e-6,FALSE,-0.03521,1.7617299999999998e-20,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
TFAP2A_MA0810.2,MA0810.2,TFAP2A,-0.00414,5.62099e-4,FALSE,-0.02044,1.72155e-27,FALSE,FALSE,Low in Both,Not highlighted
TFAP2A_MA0003.5,MA0003.5,TFAP2A,-0.00807,1.44053e-14,FALSE,-0.02586,3.46776e-35,FALSE,FALSE,Low in Both,Not highlighted
TFAP2B_MA0811.2,MA0811.2,TFAP2B,-0.02427,5.4107299999999995e-39,FALSE,-0.02027,4.08204e-25,FALSE,FALSE,Low in Both,Not highlighted
TFAP2B_MA0812.2,MA0812.2,TFAP2B,-0.01301,2.56182e-16,FALSE,-0.02833,1.64279e-39,FALSE,FALSE,Low in Both,Not highlighted
TFAP2C_MA0524.3,MA0524.3,TFAP2C,-0.03431,9.399409999999999e-50,FALSE,-0.03015,1.5685799999999997e-39,FALSE,FALSE,Low in Both,Not highlighted
TFAP2C_MA0814.3,MA0814.3,TFAP2C,-0.00745,3.69203e-12,FALSE,-0.01951,4.0731500000000004e-30,FALSE,FALSE,Low in Both,Not highlighted
TFAP2E_MA1569.2,MA1569.2,TFAP2E,-0.01166,1.0522800000000001e-19,FALSE,-0.04088,1.6702e-64,TRUE,TRUE,Low in Both,Low in Both
TFAP4ETV1_MA1966.2,MA1966.2,TFAP4::ETV1,0.05978,8.656249999999999e-71,FALSE,0.00136,0.265382,FALSE,FALSE,High in Both,Not highlighted
TFAP4FLI1_MA1967.2,MA1967.2,TFAP4::FLI1,-0.01424,1.76494e-17,FALSE,-0.003,0.157306,FALSE,FALSE,Low in Both,Not highlighted
TFCP2_MA1968.2,MA1968.2,TFCP2,0.11591,2.4650299999999996e-63,TRUE,-0.02685,2.15871e-8,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
TFDP1_MA1122.2,MA1122.2,TFDP1,0.0255,6.00048e-38,FALSE,-0.06379,1.20705e-58,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
TFEB_MA0692.2,MA0692.2,TFEB,0.01586,6.39906e-12,FALSE,0.0501,3.5264799999999997e-43,FALSE,FALSE,High in Both,Not highlighted
TFEC_MA0871.3,MA0871.3,TFEC,-8.9e-4,0.76607,FALSE,0.00256,0.51526400000000006,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
THAP1_MA0597.3,MA0597.3,THAP1,0.07736,9.16744e-73,FALSE,-0.01442,5.10257e-7,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
THRA_MA1969.2,MA1969.2,THRA,-0.0177,9.745789999999999e-21,FALSE,0.00208,0.0599135,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
THRB_MA1574.2,MA1574.2,THRB,-0.00183,0.00239482,FALSE,-0.02501,1.3982800000000002e-23,FALSE,FALSE,Low in Both,Not highlighted
THRB_MA1575.2,MA1575.2,THRB,0.11504,1.9695e-60,TRUE,0.01809,0.00612909,FALSE,TRUE,High in Both,High in Both
THRB_MA1576.2,MA1576.2,THRB,0.03013,6.80018e-26,FALSE,0.00502,0.509051,FALSE,FALSE,High in Both,Not highlighted
TLX2_MA1577.2,MA1577.2,TLX2,-0.07551,1.53547e-41,FALSE,0.0847,4.34315e-31,TRUE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
TP73_MA0861.2,MA0861.2,TP73,-0.06354,2.1782299999999997e-54,FALSE,-0.00951,1.67493e-6,FALSE,FALSE,Low in Both,Not highlighted
TRPS1_MA1970.2,MA1970.2,TRPS1,-0.05366,1.19632e-48,FALSE,0.01192,2.28457e-5,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
TWIST1_MA1123.3,MA1123.3,TWIST1,-0.00362,0.0215595,FALSE,-0.0163,2.46922e-8,FALSE,FALSE,Low in Both,Not highlighted
UNCX_MA0721.2,MA0721.2,UNCX,-0.07551,1.53547e-41,FALSE,0.0847,4.34315e-31,TRUE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
USF1_MA0093.4,MA0093.4,USF1,-0.00665,4.05216e-4,FALSE,-0.00191,0.119061,FALSE,FALSE,Low in Both,Not highlighted
USF2_MA0526.5,MA0526.5,USF2,0.12747,2.41203e-58,TRUE,0.01269,7.06079e-9,FALSE,TRUE,High in Both,High in Both
VAX1_MA0722.2,MA0722.2,VAX1,-0.10168,6.106029999999999e-66,FALSE,0.00996,0.0425681,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
VAX2_MA0723.3,MA0723.3,VAX2,-0.07551,1.53547e-41,FALSE,0.0847,4.34315e-31,TRUE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
VEZF1_MA1578.2,MA1578.2,VEZF1,-0.07009,1.9014e-73,FALSE,-0.0633,9.86135e-57,FALSE,FALSE,Low in Both,Not highlighted
VSX1_MA0725.2,MA0725.2,VSX1,-0.13353,8.14882e-62,TRUE,0.04948,1.32777e-14,FALSE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
VSX2_MA0726.2,MA0726.2,VSX2,-0.13353,8.14882e-62,TRUE,0.04948,1.32777e-14,FALSE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
XBP1_MA0844.2,MA0844.2,XBP1,0.11015,5.2896100000000005e-56,TRUE,-0.07337,3.65188e-30,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
YY2_MA0748.3,MA0748.3,YY2,0.19919,3.9324699999999996e-86,TRUE,-0.00768,0.0280822,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
ZBED1_MA0749.2,MA0749.2,ZBED1,-0.04111,1.57613e-10,FALSE,-0.12331,2.83469e-31,TRUE,TRUE,Low in Both,Low in Both
ZBED2_MA1971.2,MA1971.2,ZBED2,0.08735,2.79703e-37,FALSE,-0.05862,1.02361e-18,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZBTB12_MA1649.2,MA1649.2,ZBTB12,0.03881,1.0916099999999999e-39,FALSE,0.01601,1.31325e-9,FALSE,FALSE,High in Both,Not highlighted
ZBTB14_MA1650.2,MA1650.2,ZBTB14,0.1205,1.85132e-74,TRUE,-0.06794,3.34325e-41,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
ZBTB18_MA0698.2,MA0698.2,ZBTB18,-0.04271,4.08299e-44,FALSE,0.0365,1.09349e-23,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
ZBTB26_MA1579.2,MA1579.2,ZBTB26,-0.10357,1.49795e-91,TRUE,-0.00613,2.62762e-7,FALSE,TRUE,Low in Both,Low in Both
ZBTB33_MA0527.2,MA0527.2,ZBTB33,0.03549,1.24342e-14,FALSE,-0.04966,1.4383699999999999e-21,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZBTB6_MA1581.2,MA1581.2,ZBTB6,0.0095,8.75069e-14,FALSE,0.00417,0.00128805,FALSE,FALSE,High in Both,Not highlighted
ZBTB7A_MA0750.3,MA0750.3,ZBTB7A,0.10699,3.49026e-97,TRUE,0.01407,2.47043e-12,FALSE,TRUE,High in Both,High in Both
ZBTB7B_MA0694.2,MA0694.2,ZBTB7B,-0.02479,9.7839e-15,FALSE,0.01388,6.28442e-5,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
ZBTB7C_MA0695.2,MA0695.2,ZBTB7C,0.0214,4.06273e-12,FALSE,0.00406,0.250248,FALSE,FALSE,High in Both,Not highlighted
ZEB1_MA0103.4,MA0103.4,ZEB1,-0.00284,0.0141999,FALSE,-0.09324,6.04633e-67,TRUE,TRUE,Low in Both,Low in Both
ZFP42_MA1651.2,MA1651.2,ZFP42,0.10442,9.35438e-79,FALSE,0.0294,7.806409999999999e-29,FALSE,FALSE,High in Both,Not highlighted
ZFP57_MA1583.2,MA1583.2,ZFP57,-0.06788,5.34362e-44,FALSE,-0.04558,6.92589e-21,FALSE,FALSE,Low in Both,Not highlighted
ZIC4_MA0751.2,MA0751.2,ZIC4,-0.00474,0.0554125,FALSE,-0.02489,1.95048e-16,FALSE,FALSE,Low in Both,Not highlighted
ZIC5_MA1584.2,MA1584.2,ZIC5,0.01273,3.42515e-13,FALSE,-0.04676,1.4325e-46,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZIM3_MA1709.2,MA1709.2,ZIM3,0.05293,4.9710899999999995e-54,FALSE,0.0273,8.75753e-23,FALSE,FALSE,High in Both,Not highlighted
ZKSCAN1_MA1585.2,MA1585.2,ZKSCAN1,-0.05404,3.74665e-43,FALSE,-0.02832,8.475849999999999e-28,FALSE,FALSE,Low in Both,Not highlighted
ZKSCAN3_MA1973.2,MA1973.2,ZKSCAN3,0.03101,1.75033e-38,FALSE,0.01905,7.63019e-17,FALSE,FALSE,High in Both,Not highlighted
ZKSCAN5_MA1652.2,MA1652.2,ZKSCAN5,0.03143,3.9509299999999997e-54,FALSE,0.00392,6.58523e-5,FALSE,FALSE,High in Both,Not highlighted
ZNF140_MA1589.2,MA1589.2,ZNF140,0.049,3.5322899999999996e-40,FALSE,0.0481,1.83256e-42,FALSE,FALSE,High in Both,Not highlighted
ZNF148_MA1653.2,MA1653.2,ZNF148,0.01864,3.9879900000000003e-48,FALSE,-0.04693,1.68546e-67,TRUE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
ZNF16_MA1654.2,MA1654.2,ZNF16,3e-5,0.215971,FALSE,0.01103,7.90613e-14,FALSE,FALSE,High in Both,Not highlighted
ZNF189_MA1725.2,MA1725.2,ZNF189,0.08132,3.33995e-73,FALSE,0.0247,4.59812e-23,FALSE,FALSE,High in Both,Not highlighted
ZNF211_MA1974.2,MA1974.2,ZNF211,-0.01948,9.28226e-14,FALSE,0.02238,3.38966e-13,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
ZNF214_MA1975.2,MA1975.2,ZNF214,-0.01727,2.81114e-13,FALSE,0.01575,5.09894e-8,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
ZNF257_MA1710.2,MA1710.2,ZNF257,0.0145,2.3428800000000002e-24,FALSE,0.00426,2.95749e-5,FALSE,FALSE,High in Both,Not highlighted
ZNF263_MA0528.3,MA0528.3,ZNF263,0.03164,1.04115e-54,FALSE,-0.00479,3.92853e-4,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF274_MA1592.2,MA1592.2,ZNF274,0.03295,5.1707e-27,FALSE,-0.01341,3.68004e-5,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF281_MA1630.3,MA1630.3,ZNF281,0.00846,2.26003e-17,FALSE,-0.03037,3.86461e-55,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF282_MA1154.2,MA1154.2,ZNF282,-0.08142,1.46063e-70,FALSE,0.0049,0.0753123,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
ZNF317_MA1593.2,MA1593.2,ZNF317,0.06765,1.29615e-56,FALSE,-0.01069,9.17528e-7,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF320_MA1976.2,MA1976.2,ZNF320,2.4e-4,0.380232,FALSE,-0.05285,3.2002699999999996e-64,TRUE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
ZNF324_MA1977.2,MA1977.2,ZNF324,0.02668,1.2138400000000002e-24,FALSE,0.04201,1.22396e-31,FALSE,FALSE,High in Both,Not highlighted
ZNF331_MA1726.2,MA1726.2,ZNF331,0.01592,4.44184e-20,FALSE,0.02887,4.720039999999999e-39,FALSE,FALSE,High in Both,Not highlighted
ZNF341_MA1655.2,MA1655.2,ZNF341,0.00797,7.45258e-8,FALSE,0.01111,1.16031e-5,FALSE,FALSE,High in Both,Not highlighted
ZNF343_MA1711.2,MA1711.2,ZNF343,0.05899,1.17157e-57,FALSE,-0.05361,4.721249999999999e-44,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF354A_MA1978.2,MA1978.2,ZNF354A,0.02659,1.23971e-26,FALSE,-0.05057,5.79252e-30,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF384_MA1125.2,MA1125.2,ZNF384,0.07356,3.97236e-44,FALSE,-0.06564,1.08517e-19,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF410_MA0752.2,MA0752.2,ZNF410,-0.03911,7.075409999999999e-34,FALSE,0.01162,2.3782e-5,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
ZNF416_MA1979.2,MA1979.2,ZNF416,-0.03558,1.64676e-42,FALSE,-0.00993,1.18875e-11,FALSE,FALSE,Low in Both,Not highlighted
ZNF417_MA1727.2,MA1727.2,ZNF417,0.16148,2.1309999999999997e-71,TRUE,-0.04819,9.22631e-11,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
ZNF449_MA1656.2,MA1656.2,ZNF449,0.08051,7.87342e-77,FALSE,0.01988,9.603880000000001e-23,FALSE,FALSE,High in Both,Not highlighted
ZNF454_MA1712.2,MA1712.2,ZNF454,0.09213,2.3757199999999995e-93,TRUE,-0.02083,2.4592e-25,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
ZNF530_MA1981.2,MA1981.2,ZNF530,0.03545,5.60339e-61,FALSE,-0.00998,3.6661e-11,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF549_MA1728.2,MA1728.2,ZNF549,0.0061,1.12738e-7,FALSE,-0.02454,1.52804e-22,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF574_MA1982.2,MA1982.2,ZNF574,0.08681,4.5184099999999996e-80,FALSE,-0.03218,6.3557199999999995e-27,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF582_MA1983.2,MA1983.2,ZNF582,0.00996,5.85138e-5,FALSE,-0.00902,5.03529e-8,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF610_MA1713.2,MA1713.2,ZNF610,0.14842,2.7325899999999994e-109,TRUE,-0.08714,2.97627e-73,TRUE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
ZNF652_MA1657.2,MA1657.2,ZNF652,0.18987,8.830360000000001e-48,TRUE,0.01675,0.118065,FALSE,TRUE,High in Both,High in Both
ZNF667_MA1984.2,MA1984.2,ZNF667,-0.00642,5.16086e-5,FALSE,-0.00221,0.0271521,FALSE,FALSE,Low in Both,Not highlighted
ZNF675_MA1714.2,MA1714.2,ZNF675,0.00908,0.0371975,FALSE,0.039,8.97985e-21,FALSE,FALSE,High in Both,Not highlighted
ZNF680_MA1729.2,MA1729.2,ZNF680,0.02646,4.6786099999999997e-32,FALSE,0.00598,3.64298e-5,FALSE,FALSE,High in Both,Not highlighted
ZNF682_MA1599.2,MA1599.2,ZNF682,0.00849,5.53592e-14,FALSE,-0.04605,3.5538199999999996e-53,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF684_MA1600.2,MA1600.2,ZNF684,-0.04466,2.18036e-56,FALSE,0.01491,9.97819e-14,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
ZNF692_MA1986.2,MA1986.2,ZNF692,0.11176,2.7741200000000003e-83,TRUE,0.01427,5.95195e-6,FALSE,TRUE,High in Both,High in Both
ZNF701_MA1987.2,MA1987.2,ZNF701,0.02354,3.1643799999999997e-49,FALSE,-0.0256,1.0124699999999998e-40,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF708_MA1730.2,MA1730.2,ZNF708,-0.01887,3.37262e-25,FALSE,0.02208,8.86733e-29,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
ZNF740_MA0753.3,MA0753.3,ZNF740,-0.03163,9.35616e-41,FALSE,-0.05693,9.3279e-58,FALSE,FALSE,Low in Both,Not highlighted
ZNF76_MA1716.2,MA1716.2,ZNF76,0.06027,1.40495e-64,FALSE,-0.02044,3.67852e-21,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF768_MA1731.2,MA1731.2,ZNF768,0.0471,6.27177e-62,FALSE,0.02337,1.48447e-30,FALSE,FALSE,High in Both,Not highlighted
ZNF784_MA1717.2,MA1717.2,ZNF784,-0.06114,2.0857399999999998e-45,FALSE,-0.00298,0.645328,FALSE,FALSE,Low in Both,Not highlighted
ZNF816_MA1719.2,MA1719.2,ZNF816,0.01151,5.22462e-19,FALSE,-0.02354,1.40696e-27,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
ZNF85_MA1720.2,MA1720.2,ZNF85,-0.05444,8.0616000000000005e-56,FALSE,-8.4e-4,0.909138,FALSE,FALSE,Low in Both,Not highlighted
ZNF93_MA1721.2,MA1721.2,ZNF93,0.0941,1.3765099999999998e-92,TRUE,-0.04333,2.67417e-54,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
ZSCAN29_MA1602.2,MA1602.2,ZSCAN29,-0.07509,2.69997e-56,FALSE,-0.03528,8.26011e-23,FALSE,FALSE,Low in Both,Not highlighted
ZSCAN31_MA1722.2,MA1722.2,ZSCAN31,0.12516,6.2949e-66,TRUE,0.04662,9.00924e-22,FALSE,TRUE,High in Both,High in Both
Spz1_MA0111.1,MA0111.1,Spz1,-0.08623,1.03291e-75,FALSE,5.6e-4,0.381156,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Sox7_MA2095.1,MA2095.1,Sox7,-0.06234,1.5503700000000002e-56,FALSE,0.0103,1.58805e-6,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Ebf4_MA2122.1,MA2122.1,Ebf4,-0.10099,9.09448e-95,TRUE,-0.02845,1.53135e-41,FALSE,TRUE,Low in Both,Low in Both
Hand1_MA2123.1,MA2123.1,Hand1,0.04529,6.911660000000001e-48,FALSE,0.02812,9.987940000000001e-18,FALSE,FALSE,High in Both,Not highlighted
Hmga1_MA2124.1,MA2124.1,Hmga1,-0.03864,9.5052e-35,FALSE,0.00155,0.367304,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Zfp809_MA2125.1,MA2125.1,Zfp809,-0.06027,1.30393e-72,FALSE,-0.00858,5.48452e-10,FALSE,FALSE,Low in Both,Not highlighted
Zfp961_MA2126.1,MA2126.1,Zfp961,0.07523,8.59433e-49,FALSE,-0.01285,8.11211e-5,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Nr1h3_MA2337.1,MA2337.1,Nr1h3,0.02496,1.57773e-29,FALSE,0.02349,2.3923600000000003e-18,FALSE,FALSE,High in Both,Not highlighted
Ppara_MA2338.1,MA2338.1,Ppara,0.08463,1.42386e-48,FALSE,-0.03337,1.08171e-10,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Nanog_MA2339.1,MA2339.1,Nanog,0.02763,5.28408e-16,FALSE,-0.00732,0.389261,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Zbtb2_MA2340.1,MA2340.1,Zbtb2,0.12287,1.16201e-90,TRUE,0.01426,1.74589e-9,FALSE,TRUE,High in Both,High in Both
AhrArnt_MA0006.2,MA0006.2,Ahr::Arnt,0.04663,8.06683e-79,FALSE,-0.02895,1.76779e-42,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Alx1_MA0854.2,MA0854.2,Alx1,0.00464,0.233379,FALSE,0.02299,0.00696445,FALSE,FALSE,High in Both,Not highlighted
Alx4_MA0853.2,MA0853.2,Alx4,-0.09302,1.6757899999999999e-43,FALSE,-0.06113,4.61444e-25,FALSE,FALSE,Low in Both,Not highlighted
Ar_MA0007.4,MA0007.4,Ar,0.02942,5.8477899999999995e-22,FALSE,0.06762,8.15504e-36,FALSE,FALSE,High in Both,Not highlighted
Arid3b_MA0601.2,MA0601.2,Arid3b,-0.13895,2.0255800000000002e-74,TRUE,0.07843,2.7902499999999997e-39,FALSE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
Arid5a_MA0602.2,MA0602.2,Arid5a,-0.04635,5.061490000000001e-18,FALSE,-0.0391,8.47159e-7,FALSE,FALSE,Low in Both,Not highlighted
Arntl_MA0603.2,MA0603.2,Arntl,0.03678,5.09435e-22,FALSE,0.02151,9.54261e-10,FALSE,FALSE,High in Both,Not highlighted
Arx_MA0874.2,MA0874.2,Arx,-0.02469,3.05201e-6,FALSE,0.03279,7.23828e-7,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Atf3_MA1988.2,MA1988.2,Atf3,-0.00477,0.00518677,FALSE,0.00513,0.00391578,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Atoh1_MA0461.3,MA0461.3,Atoh1,-0.04845,2.37272e-31,FALSE,0.02912,5.0451e-17,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Atoh1_MA1467.3,MA1467.3,Atoh1,0.00198,0.0068624,FALSE,0.06649,1.60661e-47,FALSE,FALSE,High in Both,Not highlighted
Bach1Mafk_MA0591.2,MA0591.2,Bach1::Mafk,-0.03727,2.3827899999999998e-43,FALSE,-0.01736,2.85081e-14,FALSE,FALSE,Low in Both,Not highlighted
Jun_MA0489.3,MA0489.3,Jun,0.02051,1.04367e-17,FALSE,0.01948,3.55777e-12,FALSE,FALSE,High in Both,Not highlighted
Bcl11B_MA1989.2,MA1989.2,Bcl11B,0.02963,2.07549e-35,FALSE,0.03599,1.76269e-33,FALSE,FALSE,High in Both,Not highlighted
Bhlha15_MA1472.3,MA1472.3,Bhlha15,0.07562,6.62578e-46,FALSE,-0.00258,0.384084,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Creb5_MA0840.2,MA0840.2,Creb5,-0.01704,1.18242e-6,FALSE,-0.08763,2.53865e-25,TRUE,TRUE,Low in Both,Low in Both
Crx_MA0467.3,MA0467.3,Crx,0.00583,6.33281e-4,FALSE,0.04626,4.02309e-26,FALSE,FALSE,High in Both,Not highlighted
Hoxa13_MA0650.4,MA0650.4,Hoxa13,-0.05167,6.229129999999999e-44,FALSE,-0.00147,0.166532,FALSE,FALSE,Low in Both,Not highlighted
Dlx2_MA0885.3,MA0885.3,Dlx2,-0.01912,5.14143e-8,FALSE,-0.02802,8.80262e-10,FALSE,FALSE,Low in Both,Not highlighted
Dlx3_MA0880.2,MA0880.2,Dlx3,-0.02802,6.81273e-17,FALSE,-0.02555,3.83263e-13,FALSE,FALSE,Low in Both,Not highlighted
Dlx4_MA0881.2,MA0881.2,Dlx4,-0.02802,6.81273e-17,FALSE,-0.02555,3.83263e-13,FALSE,FALSE,Low in Both,Not highlighted
Dlx5_MA1476.3,MA1476.3,Dlx5,-0.01912,5.14143e-8,FALSE,-0.02802,8.80262e-10,FALSE,FALSE,Low in Both,Not highlighted
Dmbx1_MA0883.2,MA0883.2,Dmbx1,0.08357,1.36515e-36,FALSE,0.03038,1.02161e-8,FALSE,FALSE,High in Both,Not highlighted
Dmrt1_MA1603.2,MA1603.2,Dmrt1,0.02168,1.62903e-11,FALSE,-0.0088,0.149472,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Dux_MA0611.3,MA0611.3,Dux,-0.18295,2.3454799999999998e-91,TRUE,-0.06226,7.10208e-48,FALSE,TRUE,Low in Both,Low in Both
Ebf2_MA1604.2,MA1604.2,Ebf2,-0.01156,7.76068e-9,FALSE,-0.06179,3.22194e-55,FALSE,FALSE,Low in Both,Not highlighted
Elf5_MA0136.4,MA0136.4,Elf5,0.09545,2.6050299999999996e-104,TRUE,0.07528,2.89656e-80,TRUE,TRUE,High in Both,High in Both
Foxo1_MA0480.3,MA0480.3,Foxo1,-0.07202,8.75413e-66,FALSE,3.5e-4,0.333054,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Erg_MA0474.4,MA0474.4,Erg,0.07017,1.89691e-96,TRUE,0.06134,8.4771e-76,TRUE,TRUE,High in Both,High in Both
Esrrg_MA0643.2,MA0643.2,Esrrg,0.0214,0.00923336,FALSE,-0.01805,0.641292,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Foxf1_MA1606.2,MA1606.2,Foxf1,-0.07202,8.75413e-66,FALSE,3.5e-4,0.333054,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Foxj3_MA0851.2,MA0851.2,Foxj3,-0.02586,4.51461e-23,FALSE,-0.01747,2.07563e-10,FALSE,FALSE,Low in Both,Not highlighted
Foxl2_MA1607.2,MA1607.2,Foxl2,-0.09121,7.97222e-76,FALSE,-0.01473,1.28225e-11,FALSE,FALSE,Low in Both,Not highlighted
Foxo3_MA0157.4,MA0157.4,Foxo3,-0.07202,8.75413e-66,FALSE,3.5e-4,0.333054,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Gata3_MA0037.5,MA0037.5,Gata3,-0.05366,1.19632e-48,FALSE,0.01192,2.28457e-5,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Gfi1B_MA0483.2,MA0483.2,Gfi1B,3.8e-4,0.440134,FALSE,0.00696,0.00256537,FALSE,FALSE,High in Both,Not highlighted
Gli1_MA1990.2,MA1990.2,Gli1,-0.01974,1.28898e-21,FALSE,-0.00172,0.612651,FALSE,FALSE,Low in Both,Not highlighted
Gli2_MA0734.4,MA0734.4,Gli2,0.00797,1.78376e-6,FALSE,1.5e-4,0.303729,FALSE,FALSE,High in Both,Not highlighted
Gmeb1_MA0615.2,MA0615.2,Gmeb1,-0.12625,8.873909999999999e-42,TRUE,0.05854,8.23763e-16,FALSE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
Hand1Tcf3_MA0092.2,MA0092.2,Hand1::Tcf3,-0.01571,2.3243e-18,FALSE,0.00287,0.986443,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Hic1_MA0739.2,MA0739.2,Hic1,0.00739,0.00555621,FALSE,-0.02509,1.61882e-16,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
