output_prefix	name	motif_id	cluster	total_tfbs	SEA_mean_score	SEA_bound	NOSEA_mean_score	NOSEA_bound	SEA_NOSEA_change	SEA_NOSEA_pvalue	SEA_NOSEA_highlighted
Ppara_MA2338.1	Ppara	MA2338.1	C_Nr1h3	7263	0.04114	186	0.02638	134	0.08463	1.42386E-48	False
Nanog_MA2339.1	Nanog	MA2339.1	C_Nanog	2764	0.06313	84	0.04627	71	0.02763	5.28408E-16	False
Zbtb2_MA2340.1	Zbtb2	MA2340.1	C_ETS1	9425	0.29795	1513	0.18763	982	0.12287	1.16201E-90	True
AhrArnt_MA0006.2	Ahr::Arnt	MA0006.2	C_Ahr::Arnt	49094	0.1504	3603	0.09862	2537	0.04663	8.06683E-79	False
Alx1_MA0854.2	Alx1	MA0854.2	C_Alx1	2689	0.03461	57	0.02461	37	0.00464	2.33379E-01	False
Alx4_MA0853.2	Alx4	MA0853.2	C_Alx1	3205	0.11652	176	0.10313	154	-0.09302	1.67579E-43	False
Ar_MA0007.4	Ar	MA0007.4	C_Pgr	5200	0.15112	401	0.11406	300	0.02942	5.84779E-22	False
Arid3b_MA0601.2	Arid3b	MA0601.2	C_Arid3b	3386	0.13275	234	0.11722	202	-0.13895	2.02558E-74	True
Arid5a_MA0602.2	Arid5a	MA0602.2	C_Arid5a	3580	0.03435	75	0.02999	59	-0.04635	5.06149E-18	False
Arntl_MA0603.2	Arntl	MA0603.2	C_Mlxip	5003	0.0983	292	0.06504	202	0.03678	5.09435E-22	False
Arx_MA0874.2	Arx	MA0874.2	C_Alx1	3623	0.09155	157	0.07518	131	-0.02469	3.05201E-06	False
Atf3_MA1988.2	Atf3	MA1988.2	C_FOSL1	15148	0.04382	406	0.03275	319	-0.00477	5.18677E-03	False
Atoh1_MA0461.3	Atoh1	MA0461.3	C_Atoh1	3842	0.21385	412	0.18485	338	-0.04845	2.37272E-31	False
Atoh1_MA1467.3	Atoh1	MA1467.3	C_NEUROD1	8170	0.09857	457	0.07427	356	0.00198	6.86240E-03	False
Bach1Mafk_MA0591.2	Bach1::Mafk	MA0591.2	C_MAFG::NFE2L1	15968	0.09777	882	0.0773	721	-0.03727	2.38279E-43	False
Jun_MA0489.3	Jun	MA0489.3	C_FOSL1	17704	0.04603	480	0.03372	390	0.02051	1.04367E-17	False
Bcl11B_MA1989.2	Bcl11B	MA1989.2	C_Bcl11B	19095	0.10299	1061	0.07257	766	0.02963	2.07549E-35	False
Bhlha15_MA1472.3	Bhlha15	MA1472.3	C_Twist2	8041	0.0391	178	0.02503	114	0.07562	6.62578E-46	False
Creb5_MA0840.2	Creb5	MA0840.2	C_FOSL1::JUN	5302	0.03413	106	0.02391	76	-0.01704	1.18242E-06	False
Crx_MA0467.3	Crx	MA0467.3	C_RHOXF1	9948	0.0617	349	0.04707	270	0.00583	6.33281E-04	False
Hoxa13_MA0650.4	Hoxa13	MA0650.4	C_Hoxd13	8392	0.09166	342	0.07837	310	-0.05167	6.22913E-44	False
Dlx2_MA0885.3	Dlx2	MA0885.3	C_RAX	3882	0.09141	194	0.07304	137	-0.01912	5.14143E-08	False
Dlx3_MA0880.2	Dlx3	MA0880.2	C_RAX	7969	0.07964	301	0.06333	237	-0.02802	6.81273E-17	False
Dlx4_MA0881.2	Dlx4	MA0881.2	C_RAX	7969	0.07964	301	0.06333	237	-0.02802	6.81273E-17	False
Dlx5_MA1476.3	Dlx5	MA1476.3	C_RAX	3882	0.09141	194	0.07304	137	-0.01912	5.14143E-08	False
Dmbx1_MA0883.2	Dmbx1	MA0883.2	C_RHOXF1	3683	0.07348	144	0.05052	97	0.08357	1.36515E-36	False
Dmrt1_MA1603.2	Dmrt1	MA1603.2	C_Dmrt1	9382	0.03208	182	0.02214	133	0.02168	1.62903E-11	False
Dux_MA0611.3	Dux	MA0611.3	C_Dux	4696	0.196	449	0.17981	429	-0.18295	2.34548E-91	True
Ebf2_MA1604.2	Ebf2	MA1604.2	C_EBF3	12494	0.31592	1513	0.24598	1213	-0.01156	7.76068E-09	False
Elf5_MA0136.4	Elf5	MA0136.4	C_IKZF2	37030	0.17459	3800	0.11803	2614	0.09545	2.60503E-104	True
Foxo1_MA0480.3	Foxo1	MA0480.3	C_FOXD1	9768	0.14355	674	0.11672	574	-0.07202	8.75413E-66	False
Erg_MA0474.4	Erg	MA0474.4	C_GABPA	36845	0.19632	4155	0.13899	2999	0.07017	1.89691E-96	True
Esrrg_MA0643.2	Esrrg	MA0643.2	C_Nr1h3	9897	0.01042	59	0.00733	48	0.0214	9.23336E-03	False
Foxf1_MA1606.2	Foxf1	MA1606.2	C_FOXD1	9768	0.14355	674	0.11672	574	-0.07202	8.75413E-66	False
Foxj3_MA0851.2	Foxj3	MA0851.2	C_FOXD1	11507	0.09763	561	0.07623	449	-0.02586	4.51461E-23	False
Foxl2_MA1607.2	Foxl2	MA1607.2	C_FOXD1	13238	0.19105	1034	0.15771	883	-0.09121	7.97222E-76	False
Foxo3_MA0157.4	Foxo3	MA0157.4	C_FOXD1	9768	0.14355	674	0.11672	574	-0.07202	8.75413E-66	False
Gata3_MA0037.5	Gata3	MA0037.5	C_GATA6	7112	0.16964	608	0.13516	481	-0.05366	1.19632E-48	False
Gfi1B_MA0483.2	Gfi1B	MA0483.2	C_Gfi1B	14313	0.17612	1143	0.12791	890	0.00038	4.40134E-01	False
Gli1_MA1990.2	Gli1	MA1990.2	C_Gli2	10093	0.29102	1192	0.21988	928	-0.01974	1.28898E-21	False
Gli2_MA0734.4	Gli2	MA0734.4	C_Gli2	8572	0.13494	611	0.09668	479	0.00797	1.78376E-06	False
Gmeb1_MA0615.2	Gmeb1	MA0615.2	C_Gmeb1	1195	0.12776	72	0.12378	65	-0.12625	8.87391E-42	True
Hand1Tcf3_MA0092.2	Hand1::Tcf3	MA0092.2	C_Hand1::Tcf3	10358	0.44343	1550	0.3541	1271	-0.01571	2.32430E-18	False
Hic1_MA0739.2	Hic1	MA0739.2	C_Hic1	6773	0.3354	859	0.25389	668	0.00739	5.55621E-03	False
Hmx1_MA0896.2	Hmx1	MA0896.2	C_Hmx2	5213	0.01941	45	0.01346	43	0.01369	1.31946E-01	False
Hmx2_MA0897.2	Hmx2	MA0897.2	C_Hmx2	6792	0.12735	408	0.11235	389	-0.11566	1.16795E-75	True
Hmx3_MA0898.2	Hmx3	MA0898.2	C_Hmx2	4964	0.02114	51	0.01129	37	0.10956	2.59450E-36	False
Hnf1A_MA1991.2	Hnf1A	MA1991.2	C_Hnf1A	11422	0.17488	982	0.14598	861	-0.08167	6.96680E-72	False
Hoxa11_MA0911.2	Hoxa11	MA0911.2	C_HOXC10	3453	0.18441	298	0.15986	263	-0.11591	2.01466E-63	True
Hoxd13_MA0909.4	Hoxd13	MA0909.4	C_Hoxd13	5931	0.1015	283	0.08498	244	-0.08442	2.67257E-55	False
Ikzf3_MA1992.2	Ikzf3	MA1992.2	C_GABPA	37366	0.22588	4785	0.15813	3402	0.07076	3.41687E-97	True
Irf1_MA0050.4	Irf1	MA0050.4	C_Stat2	28374	0.04617	755	0.03115	565	0.07012	4.82371E-66	False
Isl1_MA1608.2	Isl1	MA1608.2	C_Isl1	2536	0.17781	220	0.15036	175	-0.04411	3.94579E-24	False
Lef1_MA0768.3	Lef1	MA0768.3	C_Hnf1A	9511	0.19756	848	0.15534	745	-0.06871	2.70803E-64	False
Lhx1_MA1518.3	Lhx1	MA1518.3	C_Lhx1	2486	0.14023	164	0.10792	139	-0.09148	3.82906E-43	False
Lhx3_MA0135.2	Lhx3	MA0135.2	C_Lhx3	9260	0.04911	268	0.03811	208	-0.01651	1.62600E-08	False
Lhx4_MA0704.2	Lhx4	MA0704.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
Lhx8_MA0705.2	Lhx8	MA0705.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
Mafb_MA0117.3	Mafb	MA0117.3	C_Mafb	10388	0.01738	114	0.01136	75	0.0624	4.29577E-32	False
Mafg_MA0659.4	Mafg	MA0659.4	C_MAFG::NFE2L1	16560	0.07805	764	0.05974	598	-0.01503	2.04023E-19	False
Mecom_MA0029.2	Mecom	MA0029.2	C_Mecom	9182	0.12366	610	0.09866	489	-0.00916	1.69337E-07	False
Mlxip_MA0622.2	Mlxip	MA0622.2	C_Mlxip	8289	0.07507	372	0.04581	238	0.10053	5.54030E-67	False
Msgn1_MA1524.3	Msgn1	MA1524.3	C_Msgn1	8554	0.12839	606	0.09936	472	-0.01238	1.57651E-08	False
Msx3_MA0709.2	Msx3	MA0709.2	C_RAX	7969	0.07964	301	0.06333	237	-0.02802	6.81273E-17	False
Neurod2_MA1993.2	Neurod2	MA1993.2	C_Twist2	26214	0.05638	869	0.0357	560	0.09944	9.58838E-82	False
Neurod2_MA0668.3	Neurod2	MA0668.3	C_NEUROD1	13537	0.07765	623	0.05789	472	0.00427	2.19865E-01	False
Nfat5_MA0606.3	Nfat5	MA0606.3	C_Nfat5	15955	0.07206	629	0.05179	435	0.02648	2.67121E-26	False
Nfatc1_MA0624.3	Nfatc1	MA0624.3	C_NFATC3	29946	0.1238	2000	0.0913	1470	-0.01521	5.92954E-27	False
Nfatc2_MA0152.3	Nfatc2	MA0152.3	C_Nfatc2	16468	0.08064	779	0.06149	617	-0.03276	4.12621E-39	False
Nfe2l2_MA0150.3	Nfe2l2	MA0150.3	C_MAFG::NFE2L1	15263	0.1062	972	0.08651	813	-0.03852	2.68292E-51	False
Nkx2-1_MA1994.2	Nkx2-1	MA1994.2	C_NKX2-8	4589	0.16864	395	0.12825	328	-0.05959	1.09338E-41	False
Nkx3-1_MA0124.3	Nkx3-1	MA0124.3	C_Nkx3-2	3570	0.06191	126	0.04391	85	0.00657	2.55305E-01	False
Nkx3-2_MA0122.4	Nkx3-2	MA0122.4	C_Nkx3-2	6894	0.04965	200	0.03262	127	0.03274	3.77190E-15	False
Nobox_MA0125.2	Nobox	MA0125.2	C_RAX	7969	0.07964	301	0.06333	237	-0.02802	6.81273E-17	False
Npas2_MA0626.2	Npas2	MA0626.2	C_Mlxip	3889	0.07848	201	0.05339	133	0.0826	1.05000E-45	False
Npas4_MA1995.2	Npas4	MA1995.2	C_Npas4	1493	0.22628	148	0.19264	111	-0.0487	1.11029E-19	False
Nr1H2_MA1996.2	Nr1H2	MA1996.2	C_Nr1h3	26115	0.06022	974	0.04473	714	0.02496	1.57773E-29	False
Nr1h3Rxra_MA0494.2	Nr1h3::Rxra	MA0494.2	C_Nr1h3::Rxra	9339	0.13625	690	0.11027	500	0.00366	5.17213E-03	False
Nr1H4_MA1110.3	Nr1H4	MA1110.3	C_Nr1h3	26115	0.06022	974	0.04473	714	0.02496	1.57773E-29	False
Nr2e3_MA0164.2	Nr2e3	MA0164.2	C_Nr2e3	9905	0.02086	129	0.01584	109	0.0319	5.17415E-15	False
Nr2f6_MA0677.2	Nr2f6	MA0677.2	C_Nr2f6	11555	0.33054	1522	0.24937	1259	-0.0277	3.34657E-33	False
NR5A1_MA1540.3	NR5A1	MA1540.3	C_NR5A1	17141	0.29193	2099	0.24382	1837	-0.09337	4.39404E-91	True
Nr5A2_MA0505.3	Nr5A2	MA0505.3	C_NR5A1	12335	0.01606	116	0.00962	73	0.08368	9.31619E-41	False
Nrf1_MA0506.3	Nrf1	MA0506.3	C_Nrf1	11628	0.10696	632	0.06533	396	0.13643	3.25035E-79	True
Olig2_MA1997.2	Olig2	MA1997.2	C_Twist2	26214	0.05638	869	0.0357	560	0.09944	9.58838E-82	False
Pax7_MA0680.3	Pax7	MA0680.3	C_Pax7	5328	0.0438	120	0.0321	107	-0.00991	4.79906E-03	False
Plagl1_MA1615.2	Plagl1	MA1615.2	C_Plagl1	11278	0.02852	179	0.02182	149	-0.02978	7.89409E-17	False
PpargRxra_MA0065.3	Pparg::Rxra	MA0065.3	C_Pparg::Rxra	21759	0.25183	2617	0.19149	1992	0.01751	7.69280E-33	False
Prdm14_MA1998.2	Prdm14	MA1998.2	C_Prdm14	5346	0.15401	351	0.11697	287	-0.01606	1.01857E-07	False
Prdm15_MA1616.2	Prdm15	MA1616.2	C_Prdm15	12518	0.03331	253	0.02051	154	0.10247	9.80416E-65	False
Prdm4_MA1647.3	Prdm4	MA1647.3	C_Prdm4	11200	0.11495	747	0.08749	549	-0.023	7.55131E-22	False
Prdm5_MA1999.2	Prdm5	MA1999.2	C_Prdm5	15848	0.18979	1465	0.15252	1168	-0.02776	1.35488E-35	False
Ptf1A_MA1618.2	Ptf1A	MA1618.2	C_Ptf1A	12136	0.07339	544	0.05505	410	0.00728	2.99511E-10	False
Ptf1A_MA1619.2	Ptf1A	MA1619.2	C_Twist2	10675	0.03631	219	0.02273	143	0.07053	5.51282E-36	False
Ptf1A_MA1620.2	Ptf1A	MA1620.2	C_MYOD1	7380	0.03985	158	0.02899	128	-0.03459	1.48319E-18	False
Rarg_MA0859.2	Rarg	MA0859.2	C_Rarb	10249	0.28768	1233	0.22332	1029	-0.06997	4.00696E-70	False
Rfx6_MA1724.2	Rfx6	MA1724.2	C_Rfx6	9140	0.35182	1373	0.25216	1040	0.0306	1.12697E-36	False
Rhox11_MA0629.2	Rhox11	MA0629.2	C_Rhox11	4866	0.05066	143	0.0326	96	0.04917	9.36522E-25	False
Runx1_MA0002.3	Runx1	MA0002.3	C_Bcl11B	18289	0.15171	1544	0.11132	1166	0.02127	3.11432E-30	False
Shox2_MA0720.2	Shox2	MA0720.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
Six3_MA0631.2	Six3	MA0631.2	C_Six3	3682	0.10473	196	0.07346	154	0.00287	1.71327E-01	False
Six4_MA2001.2	Six4	MA2001.2	C_SIX2	4795	0.12998	331	0.0931	227	0.0425	5.32755E-26	False
Smad4_MA1153.2	Smad4	MA1153.2	C_Smad4	4391	0.21603	446	0.17125	354	0.00217	5.72759E-01	False
Sox11_MA0869.3	Sox11	MA0869.3	C_Sox11	13307	0.17499	1184	0.14031	962	-0.06449	1.64908E-63	False
Sox17_MA0078.3	Sox17	MA0078.3	C_Sox7	9756	0.1783	816	0.14562	653	-0.06381	2.15576E-55	False
Sox3_MA0514.3	Sox3	MA0514.3	C_Sox7	4134	0.15427	316	0.11118	230	0.025	3.15193E-13	False
Sox5_MA0087.3	Sox5	MA0087.3	C_Sox7	7792	0.18454	749	0.13235	564	0.00661	6.10082E-03	False
Spi1_MA0080.7	Spi1	MA0080.7	C_Spi1	52418	0.11183	3583	0.0736	2377	0.10557	1.27398E-110	True
Stat2_MA1623.2	Stat2	MA1623.2	C_Stat2	39016	0.06502	1503	0.0474	1140	0.03755	7.57361E-52	False
Stat4_MA0518.2	Stat4	MA0518.2	C_Stat4	15340	0.11386	798	0.08583	638	0.00455	5.63718E-01	False
Stat5a_MA1624.2	Stat5a	MA1624.2	C_Stat5a	12557	0.166	841	0.13077	677	-0.05359	1.46330E-50	False
Stat5aStat5b_MA0519.2	Stat5a::Stat5b	MA0519.2	C_Stat5b	14303	0.12005	643	0.09399	515	-0.04145	1.79328E-39	False
Stat5b_MA1625.2	Stat5b	MA1625.2	C_Stat5b	16343	0.08059	575	0.06091	418	0.0233	3.56730E-17	False
Stat6_MA0520.2	Stat6	MA0520.2	C_Stat6	12779	0.02667	185	0.01916	146	0.03563	3.59642E-25	False
Tbx6_MA1567.3	Tbx6	MA1567.3	C_TBX2	10847	0.13944	640	0.1174	524	-0.06598	1.15326E-55	False
Tcf12_MA0521.3	Tcf12	MA0521.3	C_Twist2	26214	0.05638	869	0.0357	560	0.09944	9.58838E-82	False
Tcf21_MA0832.2	Tcf21	MA0832.2	C_Tcf21	7563	0.04262	186	0.02846	138	0.02446	1.01311E-12	False
Twist2_MA0633.3	Twist2	MA0633.3	C_Twist2	26214	0.05638	869	0.0357	560	0.09944	9.58838E-82	False
Vdr_MA0693.4	Vdr	MA0693.4	C_NR1I3	7163	0.03941	155	0.02458	114	0.08117	2.89151E-41	False
Wt1_MA1627.2	Wt1	MA1627.2	C_Wt1	25152	0.26864	2820	0.19497	2133	0.00613	2.40047E-04	False
Yy1_MA0095.4	Yy1	MA0095.4	C_Yy1	10552	0.11877	651	0.07837	441	0.07655	1.81567E-57	False
Zfp335_MA2002.2	Zfp335	MA2002.2	C_Zfp335	7507	0.31749	1033	0.24909	783	0.02767	4.10955E-30	False
Zfx_MA0146.3	Zfx	MA0146.3	C_Zfx	15762	0.69187	2935	0.5144	2381	0.01932	9.17679E-33	False
Zic1Zic2_MA1628.2	Zic1::Zic2	MA1628.2	C_Zic2	15646	0.13952	1190	0.09159	821	0.08329	9.07007E-72	False
Zic2_MA1629.2	Zic2	MA1629.2	C_Zic2	20183	0.10458	1205	0.07637	927	0.03823	6.49233E-49	False
Zic3_MA0697.3	Zic3	MA0697.3	C_Zic2	15646	0.13952	1190	0.09159	821	0.08329	9.07007E-72	False
LIN54_MA0619.2	LIN54	MA0619.2	C_LIN54	10417	0.07749	431	0.06179	364	-0.08837	2.72634E-65	False
TBP_MA0108.3	TBP	MA0108.3	C_TBP	7555	0.16266	608	0.16065	578	-0.16144	2.06036E-96	True
