"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Clk3",1419.17865374062,0.0229245993956227,0.0837996679877312,0.273564322462221,0.784419454919319,0.922811058667608
"Arid3b",309.164324111275,-0.289162876053017,0.123752407191389,-2.33662425334331,0.0194587302317464,0.136276126482079
"Ubl7",896.051756680687,-0.0774850625373652,0.102241352230954,-0.757864218798017,0.448532272723221,0.743020694882356
"Sema7a",25.8127197454362,1.68143860251804,0.620135770856716,2.71140398850906,0.00669989411124435,0.0676317397277558
"Pml",2387.97871408902,-0.296063890030328,0.137932915261428,-2.14643393470796,0.0318383743552536,0.186499400550197
"Stoml1",589.918801467636,-0.189025151822444,0.140580847833491,-1.34460102308056,0.178754112799825,0.489865072054221
"Loxl1",13.1271200174171,3.83154954000812,1.23981857898049,3.09041145613321,0.00199879390575159,0.0298447364554869
"Cd276",112.225633574601,0.424192789553625,0.242038979383031,1.75258047540489,0.0796740450990046,0.319851257161869
"Nptn",7266.56729694833,0.170607925033818,0.123200232281065,1.38480197541022,0.1661130267521,0.471227268439484
"Neo1",95.628554635809,1.95131834715165,0.288032563991387,6.7746449224748,1.24712168486034e-11,1.08535218630988e-08
"Adpgk",830.874170675718,0.255824053432598,0.0909392412881679,2.8131316009328,0.00490615676674257,0.0555721499425464
"Bbs4",156.352253596952,-0.106457002766225,0.171799399333099,-0.619658760039182,0.535482472144706,0.798602096623692
"Arih1",2442.45525616752,0.436326851866545,0.143910204711893,3.03193823356772,0.00242988919585106,0.0342659374563071
"Tmem202",95.2754636851527,1.08194639359484,0.277757056441945,3.895297593712,9.80782356376125e-05,0.0031364441548784
"Hexa",31727.6217103432,-0.0761428109038971,0.0887084008780845,-0.85834949283488,0.390699507894798,0.702624768146158
"Parp6",407.946329956241,0.0815413080296774,0.0984764982262896,0.828028103134854,0.40765458451151,0.716508144531695
"Pkm",41665.4801720378,0.130522767680955,0.115406888316618,1.13097900467489,0.258063928364303,0.581514870203564
"Senp8",159.134463236989,0.20721015055336,0.161953743633253,1.27944032601426,0.200742040884237,0.520059754653103
"Myo9a",750.153635968731,0.232484710167497,0.16326206024424,1.4239971602692,0.154447294107688,0.455307484008728
"Lrrc49",149.534801826404,-0.113323892335413,0.165835265788859,-0.683352191684592,0.494384321991008,0.772749015925393
"Uaca",484.615703237071,-0.242215837552355,0.166802098691604,-1.45211504802575,0.146469618457901,0.443702799368956
"Tle3",1529.87884045391,0.0138967753248799,0.11212772626737,0.123937011723067,0.90136514773464,0.965216466865781
"Rplp1",15124.4176543935,-0.206774514085562,0.166977486459843,-1.23833768533395,0.215590875893913,0.536957853158849
"Kif23",1857.21051230058,-0.247267574986599,0.0931681366238476,-2.65399292018584,0.00795454958269072,0.0751304124926385
"Paqr5",7.6044847706498,-0.44603506027572,0.695334070764363,-0.641468725652125,0.521218193790808,0.789192494444566
"Glce",458.753659299458,0.153790599210471,0.207826047557058,0.739996747367521,0.459301967959633,0.749426284859695
"Anp32a",3587.7008057435,-0.277393679636064,0.125494313001994,-2.21040836831909,0.0270768335505869,0.168320842101458
"Coro2b",167.002916069851,-0.194657246849975,0.231358780531066,-0.841365287296008,0.400143325857187,0.710070824678702
"Fem1b",2011.53188706158,0.128151311088878,0.0976941947797692,1.31175973534321,0.189601214470328,0.504931555798873
"Cln6",2179.63275575499,-0.162631908310738,0.0708383809964776,-2.29581627957907,0.0216863882184381,0.146792752251916
"Calml4",16.4015263522095,-0.185682503338084,0.478791148654684,-0.387815238146775,0.698152767981761,0.885826917361784
"Pias1",1666.69274050495,-0.0290271468603089,0.0955623946750834,-0.303750727040721,0.761317808139754,0.914052946946445
"Map2k5",757.864729390068,0.0980559211052614,0.0844585697162631,1.16099433645015,0.245644202652002,0.567960538205037
