"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901841","regulation of high voltage-gated calcium channel activity","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Calm1/Dysf",2
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Mad1l1/Cdc16",2
"GO:1902931","negative regulation of alcohol biosynthetic process","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Apoe/Dkk3",2
"GO:1904753","negative regulation of vascular associated smooth muscle cell migration","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Tafa5/Tpm1",2
"GO:1990822","basic amino acid transmembrane transport","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Slc38a9/Slc7a7",2
"GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Mbp/Postn",2
"GO:2000347","positive regulation of hepatocyte proliferation","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Itpr1/Hpn",2
"GO:2001140","positive regulation of phospholipid transport","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Atp8a2/Apoe",2
"GO:0006359","regulation of transcription by RNA polymerase III","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Ercc6/Setd5/Ell",3
"GO:0006706","steroid catabolic process","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Apoe/Mt3/Cyp19a1",3
"GO:0007035","vacuolar acidification","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Clic4/Atp6v0a2/Dmxl2",3
"GO:0007342","fusion of sperm to egg plasma membrane involved in single fertilization","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Spaca3/Folr1/Spesp1",3
"GO:0007350","blastoderm segmentation","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Neurog1/Lama5/Nrp1",3
"GO:0007620","copulation","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Serpine2/Avpr1a/Ednrb",3
"GO:0010884","positive regulation of lipid storage","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Zc3h12a/Acacb/Hilpda",3
"GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Calm1/Ryr2/Tmem38b",3
"GO:0032288","myelin assembly","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Pmp22/Ercc2/Tenm4",3
"GO:0035024","negative regulation of Rho protein signal transduction","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Itga3/Ccdc125/Kank1",3
"GO:0035561","regulation of chromatin binding","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Nfatc4/Fbh1/Myod1",3
"GO:0042069","regulation of catecholamine metabolic process","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Prkn/Epas1/Itgam",3
"GO:0044819","mitotic G1/S transition checkpoint signaling","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Ppp2r5c/Ccnd1/Fbxo31",3
"GO:0046337","phosphatidylethanolamine metabolic process","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Pnpla8/Plb1/Pisd",3
"GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Doc2b/Syt7/Cacna1a",3
"GO:0048857","neural nucleus development","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Fgfr3/Cacna1a/Kirrel3",3
"GO:0060333","type II interferon-mediated signaling pathway","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Ptpn2/Jak1/Otop1",3
"GO:0065005","protein-lipid complex assembly","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Acsl3/Sh3gl2/Apoe",3
"GO:0097150","neuronal stem cell population maintenance","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Fancc/Foxo1/Fut10",3
"GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","3/2081","25/28564",0.273081939177138,0.485276188883889,0.361565688965923,"Tmem14a/Bok/Gsk3b",3
"GO:0007093","mitotic cell cycle checkpoint signaling","13/2081","147/28564",0.274269276949632,0.487269808499537,0.363051079072381,"Tex14/Ppp2r5c/Msh2/Pabir1/Syf2/Rint1/Mad1l1/Trrap/Xpc/Arhgap33os/Plk1/Ccnd1/Fbxo31",13
"GO:0045103","intermediate filament-based process","9/2081","97/28564",0.274634242782096,0.48768542539836,0.363360743576453,"Krt33a/Krt14/Krt16/Atp8a2/Krt84/Krt82/Krt72/Krt78/Pkp2",9
"GO:2001251","negative regulation of chromosome organization","9/2081","97/28564",0.274634242782096,0.48768542539836,0.363360743576453,"Tex14/Dcp2/Src/Exosc10/Mad1l1/Arhgap33os/Plk1/Terf2/Terf2ip",9
"GO:0031056","regulation of histone modification","14/2081","160/28564",0.277048446267545,0.49185514763072,0.366467486759561,"Atg5/Lpin1/Jdp2/Ercc6/Lrrk2/Otub1/Ehmt1/Pax7/Nos1/Gata2/Prkd2/Arrb1/Fendrr/Nnmt",14
"GO:0032413","negative regulation of ion transmembrane transporter activity","8/2081","85/28564",0.278261068197546,0.493772441397505,0.367896008614985,"Prkca/Calm1/Nedd4l/Pcsk9/Slc6a9/Ephb2/Dysf/Kcnq1",8
"GO:0070228","regulation of lymphocyte apoptotic process","8/2081","85/28564",0.278261068197546,0.493772441397505,0.367896008614985,"Slc39a10/Fnip1/Hif1a/St3gal1/Gpam/Rorc/Foxp1/Prkd2",8
"GO:0006352","DNA-templated transcription initiation","12/2081","135/28564",0.279249687986693,0.495408645703752,0.369115098590609,"Polrmt/Ikzf1/Pwwp2a/Ahr/Med6/Med10/Ercc6/Med15/Pou5f1/Gtf3c4/Med27/Ctnnbip1",12
"GO:2001022","positive regulation of response to DNA damage stimulus","15/2081","173/28564",0.279325743858695,0.495425503284281,0.369127658701445,"Dpf3/Ercc6/Ccar2/Arid1b/Hdgfl2/Spire1/Fbh1/Actl6a/Fxr1/Meaf6/Actb/Trrap/Nsmce1/Bcl7c/Smarcc1",15
"GO:0030518","intracellular steroid hormone receptor signaling pathway","10/2081","110/28564",0.28006105665984,0.496493094969243,0.369923091347739,"Phb/Ntrk2/Peg13/Lbh/Fshr/Ppargc1b/Vps18/Src/Cyp7b1/Foxp1",10
"GO:0055013","cardiac muscle cell development","10/2081","110/28564",0.28006105665984,0.496493094969243,0.369923091347739,"Atg5/Lrrc10/Gsk3b/Fhod3/Alpk2/Adrb1/Pdlim5/Tbx5/Foxp1/Agtr2",10
"GO:0043484","regulation of RNA splicing","16/2081","186/28564",0.281191618772165,0.498378669080951,0.371327979777077,"Hnrnph1/Rbfox3/Pik3r1/Mbnl2/Rbfox1/Dyrk1a/Rbm20/Zfp64/Fxr1/Supt20/Mbnl1/Zfp326/Trrap/Myod1/Mbnl3/Hnrnph2",16
"GO:0055002","striated muscle cell development","7/2081","73/28564",0.281407367517122,0.498642333681852,0.371524428882276,"Csrp1/Ldb3/Fhod3/Pgm5/Flnc/Tnnt3/Tpm1",7
"GO:0007549","dosage compensation","4/2081","37/28564",0.282178276161508,0.499413953339579,0.372099341065392,"Cdyl/Jarid2/Exosc10/Pcgf3",4
"GO:0008210","estrogen metabolic process","4/2081","37/28564",0.282178276161508,0.499413953339579,0.372099341065392,"Cyp3a41a/Star/Hsd17b2/Cyp19a1",4
"GO:0010573","vascular endothelial growth factor production","4/2081","37/28564",0.282178276161508,0.499413953339579,0.372099341065392,"Hif1a/Hc/C3ar1/Cxcl17",4
"GO:0061384","heart trabecula morphogenesis","4/2081","37/28564",0.282178276161508,0.499413953339579,0.372099341065392,"Nfatc1/Eng/Bmp7/Tgfbr3",4
"GO:0070536","protein K63-linked deubiquitination","4/2081","37/28564",0.282178276161508,0.499413953339579,0.372099341065392,"Otud1/Usp20/Abraxas2/Otud4",4
"GO:0030858","positive regulation of epithelial cell differentiation","6/2081","61/28564",0.283706094192566,0.50199861306619,0.374025098595231,"Btg1/Bmp6/Vdr/Zeb2/Bmp7/Dmbt1",6
"GO:0051225","spindle assembly","11/2081","123/28564",0.284326145025006,0.502976193813248,0.374753466614158,"Csnk1d/Tpx2/Map9/Mapre3/Rnf4/Plk1/Abraxas2/Tubgcp3/Arhgef10/Chmp1a/Ccsap",11
"GO:0047496","vesicle transport along microtubule","5/2081","49/28564",0.284458814639555,0.503091331949832,0.374839252813098,"Pafah1b1/Kif13a/Bloc1s4/Ap3b2/Trak1",5
"GO:0009063","amino acid catabolic process","9/2081","98/28564",0.284604969503946,0.503110755874465,0.374853725035006,"Hibch/Kmo/Got1/Sardh/Nos1/Thnsl2/Uroc1/Acadsb/Etfa",9
"GO:1901222","regulation of NIK/NF-kappaB signaling","9/2081","98/28564",0.284604969503946,0.503110755874465,0.374853725035006,"Rc3h1/Sash1/Edar/Phb/Ppm1b/Zc3h12a/Terf2ip/Ddx3x/Tlr7",9
"GO:0016573","histone acetylation","14/2081","161/28564",0.284771814777267,0.503286179772549,0.374984428465393,"Atg5/Kat6b/Ercc6/Pou5f1/Actl6a/Supt20/Map3k7/Meaf6/Chd5/Nos1/Actb/Trrap/Gata2/Arrb1",14
"GO:0046661","male sex differentiation","15/2081","174/28564",0.286771362737741,0.506699744652206,0.377527779995542,"Ubb/Bmp6/Smad5/Fndc3a/Sox8/Msh2/Lhcgr/Fshr/Insl6/Gata3/Col9a3/Ntrk1/Wnt4/Spink2/Ccnd1",15
"GO:0044282","small molecule catabolic process","29/2081","355/28564",0.287084065571532,0.507131889918007,0.377849759322659,"Hibch/Npl/Kmo/Lpin1/Pfkp/Eci2/Adtrp/Pnp2/Hagh/Cyp4f15/Cpt1a/Got1/Sardh/Lpin3/Acacb/Nos1/Foxk1/Thnsl2/Uroc1/Aldh1l1/Etfbkmt/Apoe/Acadsb/Inpp5a/Gatd1/Mt3/Dpep1/Etfa/Mthfs",29
"GO:0006605","protein targeting","24/2081","290/28564",0.287348781132418,0.507479081079412,0.378108441727342,"Mlph/Adora1/Man1a/Os9/Stxbp4/Itgb1bp1/Ncoa4/Ywhaz/Zdhhc25/Lrrk2/Mtcl1/Lhcgr/Golga7b/Snx16/Sec61b/Rpl11/Hps4/Tomm40/Folr1/Itgam/Bag3/Trak1/AU015836/Chm",24
"GO:0051101","regulation of DNA binding","12/2081","136/28564",0.287709457161777,0.507995540586401,0.378493241232748,"Twist2/Hand1/Calm1/Tfap4/Prkn/Zbtb7c/Gata3/Rnf220/Pax7/Ctnnbip1/Msx1/Ercc2",12
"GO:0097120","receptor localization to synapse","8/2081","86/28564",0.289001572362973,0.509322345358644,0.379481806286193,"Kalrn/Gsk3b/Nrxn1/Tnik/Magi2/Nsg1/Grip2/Nptn",8
"GO:0033865","nucleoside bisphosphate metabolic process","10/2081","111/28564",0.289478659665404,0.509322345358644,0.379481806286193,"Acsl3/Acsl6/Acaca/Acot12/Sucla2/Gpam/Acacb/Dgat2/Acadsb/Gpat4",10
"GO:0033875","ribonucleoside bisphosphate metabolic process","10/2081","111/28564",0.289478659665404,0.509322345358644,0.379481806286193,"Acsl3/Acsl6/Acaca/Acot12/Sucla2/Gpam/Acacb/Dgat2/Acadsb/Gpat4",10
"GO:0034032","purine nucleoside bisphosphate metabolic process","10/2081","111/28564",0.289478659665404,0.509322345358644,0.379481806286193,"Acsl3/Acsl6/Acaca/Acot12/Sucla2/Gpam/Acacb/Dgat2/Acadsb/Gpat4",10
"GO:0032922","circadian regulation of gene expression","7/2081","74/28564",0.293090555259359,0.509322345358644,0.379481806286193,"Rai1/Ngfr/Csnk1d/Ahr/Egr1/Rorc/Kmt2a",7
"GO:0060675","ureteric bud morphogenesis","7/2081","74/28564",0.293090555259359,0.509322345358644,0.379481806286193,"Kif26b/Sox8/Gata3/Lama5/Wnt4/Ctnnbip1/Agtr2",7
"GO:0007202","activation of phospholipase C activity","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Avpr1b/Phb/Adcyap1r1",3
"GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Dgkg/Edn2/Crhr2",3
"GO:0014048","regulation of glutamate secretion","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Adora1/Kmo/Avpr1a",3
"GO:0030194","positive regulation of blood coagulation","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Plg/S100a9/St3gal4",3
"GO:0031643","positive regulation of myelination","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Ngfr/Myrf/Tenm4",3
"GO:0032331","negative regulation of chondrocyte differentiation","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Rarb/Ptpn11/Rflna",3
"GO:0032703","negative regulation of interleukin-2 production","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Cd34/Lilrb4b/Gata3",3
"GO:0043576","regulation of respiratory gaseous exchange","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Adora1/Grin1/Tshz3",3
"GO:0051291","protein heterooligomerization","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Farsb/Grin1/Mat2a",3
"GO:1900048","positive regulation of hemostasis","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Plg/S100a9/St3gal4",3
"GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Rc3h1/Zfp36l1/Nanos1",3
"GO:1902894","negative regulation of miRNA transcription","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Hdac4/Lilrb4b/Nfatc4",3
"GO:1903020","positive regulation of glycoprotein metabolic process","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Il33/Plcb1/Slc2a10",3
"GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Calm1/Ryr2/Tmem38b",3
"GO:1904353","regulation of telomere capping","3/2081","26/28564",0.293454912300325,0.509322345358644,0.379481806286193,"Map3k4/Mapk3/Terf2",3
"GO:0006497","protein lipidation","9/2081","99/28564",0.294671716339335,0.509322345358644,0.379481806286193,"Hhat/Atg5/Pigl/Zdhhc25/Zdhhc8/Ppm1b/Golga7b/Wipi2/Hhatl",9
"GO:0006892","post-Golgi vesicle-mediated transport","9/2081","99/28564",0.294671716339335,0.509322345358644,0.379481806286193,"Acsl3/Commd1/Ankfy1/Kif13a/Gbf1/Arl3/Optn/Arfgef2/Eps15",9
"GO:1902600","proton transmembrane transport","9/2081","99/28564",0.294671716339335,0.509322345358644,0.379481806286193,"Atp6v1h/Slc36a2/Slc46a1/Plcb1/Atp6v1g1/Slc9a1/Otop1/Hvcn1/Atp6v0a2",9
"GO:0051592","response to calcium ion","12/2081","137/28564",0.296243798958118,0.509322345358644,0.379481806286193,"Calm1/Ryr2/Cpne5/Nrxn1/Syt12/Syt7/Kcnmb2/Clic4/Sec31a/Fosb/Syt17/Scn5a",12
"GO:0031122","cytoplasmic microtubule organization","6/2081","62/28564",0.296583737627411,0.509322345358644,0.379481806286193,"Pafah1b1/Kif19a/Ccdc88c/Clip4/Tubgcp3/Ccdc13",6
"GO:1903409","reactive oxygen species biosynthetic process","6/2081","62/28564",0.296583737627411,0.509322345358644,0.379481806286193,"Hdac4/Inava/Adgrb1/Prkn/Gbf1/Grin1",6
"GO:0002717","positive regulation of natural killer cell mediated immunity","4/2081","38/28564",0.298908711310381,0.509322345358644,0.379481806286193,"Clnk/Gimap5/Gimap3/Klri2",4
"GO:0036474","cell death in response to hydrogen peroxide","4/2081","38/28564",0.298908711310381,0.509322345358644,0.379481806286193,"Lrrk2/Abl1/Nr4a3/Foxp1",4
"GO:0045922","negative regulation of fatty acid metabolic process","4/2081","38/28564",0.298908711310381,0.509322345358644,0.379481806286193,"Acacb/Etfbkmt/Ceacam1/Dgat2",4
"GO:0051953","negative regulation of amine transport","4/2081","38/28564",0.298908711310381,0.509322345358644,0.379481806286193,"Adora1/Slc43a1/Crhr2/Agtr2",4
"GO:0090022","regulation of neutrophil chemotaxis","4/2081","38/28564",0.298908711310381,0.509322345358644,0.379481806286193,"Cxcr2/Lbp/Dysf/C3ar1",4
"GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","5/2081","50/28564",0.298923783319554,0.509322345358644,0.379481806286193,"Inhbb/Bmp6/Eng/Bmp7/Bmp8b",5
"GO:0035088","establishment or maintenance of apical/basal cell polarity","5/2081","50/28564",0.298923783319554,0.509322345358644,0.379481806286193,"Dlg5/Mtcl1/Crb2/Wnt11/Pdcd6ip",5
"GO:0048009","insulin-like growth factor receptor signaling pathway","5/2081","50/28564",0.298923783319554,0.509322345358644,0.379481806286193,"Pik3r1/Plcb1/Mapk3/Map2k5/Phip",5
"GO:0060135","maternal process involved in female pregnancy","5/2081","50/28564",0.298923783319554,0.509322345358644,0.379481806286193,"Vdr/Rxra/Wnt4/Mapk3/Cdh1",5
"GO:0060421","positive regulation of heart growth","5/2081","50/28564",0.298923783319554,0.509322345358644,0.379481806286193,"Adrb1/Tgfbr3/Acacb/Tbx5/Ccnd2",5
"GO:0061245","establishment or maintenance of bipolar cell polarity","5/2081","50/28564",0.298923783319554,0.509322345358644,0.379481806286193,"Dlg5/Mtcl1/Crb2/Wnt11/Pdcd6ip",5
"GO:0070232","regulation of T cell apoptotic process","5/2081","50/28564",0.298923783319554,0.509322345358644,0.379481806286193,"Hif1a/St3gal1/Gpam/Rorc/Prkd2",5
"GO:1903018","regulation of glycoprotein metabolic process","5/2081","50/28564",0.298923783319554,0.509322345358644,0.379481806286193,"Hbegf/Il33/Plcb1/Slc2a10/Mt3",5
"GO:0061326","renal tubule development","10/2081","112/28564",0.298981268190334,0.509322345358644,0.379481806286193,"Kif26b/Wnt7b/Sox8/Gata3/Lama5/Notch2/Wnt4/Ctnnbip1/Col4a1/Agtr2",10
"GO:0002566","somatic diversification of immune receptors via somatic mutation","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Nuggc/Msh2",2
"GO:0007076","mitotic chromosome condensation","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Ncapg/Chmp1a",2
"GO:0007216","G protein-coupled glutamate receptor signaling pathway","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Grm4/Trpm1",2
"GO:0009134","nucleoside diphosphate catabolic process","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Nudt18/Entpd8",2
"GO:0010988","regulation of low-density lipoprotein particle clearance","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Pcsk9/Ldlr",2
"GO:0014049","positive regulation of glutamate secretion","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Kmo/Avpr1a",2
"GO:0014848","urinary tract smooth muscle contraction","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Cacna1c/Tshz3",2
"GO:0015816","glycine transport","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Slc36a2/Slc6a9",2
"GO:0018410","C-terminal protein amino acid modification","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Atg5/Wipi2",2
"GO:0021548","pons development","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Grin1/Cacna1a",2
"GO:0030157","pancreatic juice secretion","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Cel/Ucn",2
"GO:0031000","response to caffeine","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Ryr2/Tmem38b",2
"GO:0032372","negative regulation of sterol transport","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Pcsk9/Apoe",2
"GO:0032375","negative regulation of cholesterol transport","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Pcsk9/Apoe",2
"GO:0032530","regulation of microvillus organization","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Pld1/Ush1c",2
"GO:0032717","negative regulation of interleukin-8 production","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Arrb1/Map2k5",2
"GO:0032736","positive regulation of interleukin-13 production","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Il33/Gata3",2
"GO:0032933","SREBP signaling pathway","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Arhgef10l/Spring1",2
"GO:0034392","negative regulation of smooth muscle cell apoptotic process","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Gsk3b/Nr4a3",2
"GO:0035269","protein O-linked mannosylation","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Large1/Pomgnt2",2
"GO:0035845","photoreceptor cell outer segment organization","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Rp1/Bbs4",2
"GO:0039702","viral budding via host ESCRT complex","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Chmp1a/Pdcd6ip",2
"GO:0042541","hemoglobin biosynthetic process","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Hif1a/Slc6a9",2
"GO:0042795","snRNA transcription by RNA polymerase II","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Myod1/Ell",2
"GO:0043508","negative regulation of JUN kinase activity","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Dusp10/Dusp16",2
"GO:0045188","regulation of circadian sleep/wake cycle, non-REM sleep","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Adora1/Kcna2",2
"GO:0045651","positive regulation of macrophage differentiation","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Prkca/Ror2",2
"GO:0045916","negative regulation of complement activation","2/2081","15/28564",0.299489442166325,0.509322345358644,0.379481806286193,"Masp1/Svep1",2
