"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","6/2081","58/28564",0.245907418882909,0.455017356739839,0.339020681108376,"Lilrb4b/Socs5/Ptpn2/Gprc5a/Lrrk1/Thy1",6
"GO:0070229","negative regulation of lymphocyte apoptotic process","6/2081","58/28564",0.245907418882909,0.455017356739839,0.339020681108376,"Slc39a10/Hif1a/St3gal1/Gpam/Rorc/Foxp1",6
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","8/2081","82/28564",0.246744578235295,0.456452942441236,0.340090295783658,"Dapk1/Pik3r1/Faim2/Gsk3b/Dab2ip/Bag3/Fem1b/Ddx3x",8
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","14/2081","156/28564",0.246896805359689,0.456580946383031,0.340185667933509,"Pafah1b1/Tpx2/Map9/Nudc/Gnai1/Cenpa/Dctn1/Ints13/Plk1/Abraxas2/Arhgef10/Tacc1/Chmp1a/Ccsap",14
"GO:0006334","nucleosome assembly","7/2081","70/28564",0.247120450426818,0.456580946383031,0.340185667933509,"Smyd3/Cabin1/H1f6/Kat6b/Hira/Anp32b/Hp1bp3",7
"GO:0046513","ceramide biosynthetic process","7/2081","70/28564",0.247120450426818,0.456580946383031,0.340185667933509,"Gal3st1/Sptlc1/St3gal1/Cyp4f39/Sgms1/St6galnac3/St3gal3",7
"GO:0051784","negative regulation of nuclear division","7/2081","70/28564",0.247120450426818,0.456580946383031,0.340185667933509,"Tom1l2/Tex14/Bmp7/Fgfr3/Mad1l1/Arhgap33os/Plk1",7
"GO:2000756","regulation of peptidyl-lysine acetylation","7/2081","70/28564",0.247120450426818,0.456580946383031,0.340185667933509,"Atg5/Sox4/Ercc6/Nos1/Gata2/Klf15/Arrb1",7
"GO:0019693","ribose phosphate metabolic process","38/2081","464/28564",0.248428057120485,0.458882991862255,0.341900857507597,"Rab23/Acsl3/Hdac4/Ndufa10/Ak9/Adcy1/Acsl6/Acaca/Aldoart2/Hif1a/Pfkp/Ndufs6/Acot12/Adk/Rnaseh2b/Nudt18/Sucla2/Lrrk2/Zbtb20/Prkn/Pde9a/Rhoq/Gpam/Dhtkd1/Cacnb4/Ndufs3/Epha2/Prkag2/Acacb/Foxk1/Impdh1/Bpgm/Hk2/Atp2b2/Dgat2/Acadsb/Gpat4/Cbfa2t3",38
"GO:0050792","regulation of viral process","17/2081","194/28564",0.248798275174913,0.459452830662876,0.342325428428787,"Atg5/Adarb1/Larp1/Fbln1/Tmprss2/Morc2b/Mbl2/Ch25h/Tmem250-ps/Vapb/Ppie/Trim62/Oas3/Oas1f/Furin/N4bp1/Ddx3x",17
"GO:0002719","negative regulation of cytokine production involved in immune response","4/2081","35/28564",0.249204228228644,0.459518522401295,0.342374373502139,"Twist2/Lilrb4b/Epx/Angpt1",4
"GO:0009048","dosage compensation by inactivation of X chromosome","4/2081","35/28564",0.249204228228644,0.459518522401295,0.342374373502139,"Cdyl/Jarid2/Exosc10/Pcgf3",4
"GO:0043094","cellular metabolic compound salvage","4/2081","35/28564",0.249204228228644,0.459518522401295,0.342374373502139,"Bhmt/Adk/Pnp2/Impdh1",4
"GO:0048679","regulation of axon regeneration","4/2081","35/28564",0.249204228228644,0.459518522401295,0.342374373502139,"Kremen1/Ptprs/Xylt1/Neo1",4
"GO:0090114","COPII-coated vesicle budding","4/2081","35/28564",0.249204228228644,0.459518522401295,0.342374373502139,"Trappc8/Vapb/Sec31a/Trappc6a",4
"GO:0090140","regulation of mitochondrial fission","4/2081","35/28564",0.249204228228644,0.459518522401295,0.342374373502139,"Mapt/Rala/Prkn/Spire1",4
"GO:0038061","NIK/NF-kappaB signaling","11/2081","119/28564",0.249425038268178,0.459697941289507,0.342508053487713,"Rc3h1/Sash1/Edar/Phb/Ppm1b/Map3k7/Zc3h12a/Tlr1/Terf2ip/Ddx3x/Tlr7",11
"GO:0055006","cardiac cell development","11/2081","119/28564",0.249425038268178,0.459697941289507,0.342508053487713,"Atg5/Lrrc10/Gsk3b/Fhod3/Alpk2/Adrb1/Pdlim5/Tgfbr3/Tbx5/Foxp1/Agtr2",11
"GO:0120254","olefinic compound metabolic process","15/2081","169/28564",0.250229748367389,0.460952795557248,0.343443010236593,"Pnpla8/Bmp6/Ednrb/Cyp2d10/Cyp2d12/Cyp4f15/Egr1/Grin1/Abca4/Wnt4/Plb1/Cyp2b23/Dkk3/Cyp19a1/Cyp11a1",15
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","15/2081","169/28564",0.250229748367389,0.460952795557248,0.343443010236593,"Unc5b/Faim2/Gsk3b/Ctnna1/Traf1/Src/Mcl1/Runx3/Ret/Nrp1/Fem1b/Map2k5/Phip/Ddx3x/Agtr2",15
"GO:0030833","regulation of actin filament polymerization","13/2081","144/28564",0.250647745107187,0.461494388963122,0.343846536305706,"Ccl11/Baiap2/Rasa1/Daam2/Svil/Fhod3/Kank1/Kank4/Eps8/Fchsd2/Bbs4/Tpm1/Vill",13
"GO:0046546","development of primary male sexual characteristics","13/2081","144/28564",0.250647745107187,0.461494388963122,0.343846536305706,"Ubb/Fndc3a/Sox8/Msh2/Lhcgr/Fshr/Insl6/Gata3/Col9a3/Ntrk1/Wnt4/Spink2/Ccnd1",13
"GO:0007033","vacuole organization","18/2081","207/28564",0.251029263960702,0.462082552157137,0.344284760218891,"Rab23/Atg5/Vmp1/Lrrk2/Syt7/Hps1/Vps18/Clvs1/Stx17/Hps4/Wipi2/Myo7a/Fhip1b/Bag3/Ctsd/Tpcn2/Mt3/Chmp1a",18
"GO:0072594","establishment of protein localization to organelle","36/2081","439/28564",0.252816598689279,0.463745048362367,0.345523439551643,"Rab23/Man1a/Jup/Mapt/Ryr2/Rala/Tspan17/Pik3r1/Ncoa4/Ipo5/Ywhaz/Angpt1/Lrrk2/Neurl1b/Lhcgr/Il33/Nup214/Nup35/Nxt1/Pkig/Ctcfl/Snx16/Sec61b/Ipo13/Zc3h12a/Hk2/Cct7/Nup50l/Tomm40/Folr1/Bag3/Cdh1/Ei24/Phip/Agtr2/AU015836",36
"GO:0000305","response to oxygen radical","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Fancc/Ercc6/Mt3",3
"GO:0010560","positive regulation of glycoprotein biosynthetic process","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Il33/Plcb1/Slc2a10",3
"GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Fshr/Ptpn2/Src",3
"GO:0018230","peptidyl-L-cysteine S-palmitoylation","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Zdhhc25/Zdhhc8/Golga7b",3
"GO:0018231","peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Zdhhc25/Zdhhc8/Golga7b",3
"GO:0031571","mitotic G1 DNA damage checkpoint signaling","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Ppp2r5c/Ccnd1/Fbxo31",3
"GO:0033033","negative regulation of myeloid cell apoptotic process","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Cxcr2/Kitl/Gas6",3
"GO:0035459","vesicle cargo loading","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Kif13a/Sec31a/Ap3b2",3
"GO:0036344","platelet morphogenesis","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Mpl/Ptpn11/Zfpm1",3
"GO:0048339","paraxial mesoderm development","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Tead2/Wnt11/Smad3",3
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Ptpn2/Oas3/Oas1f",3
"GO:1903428","positive regulation of reactive oxygen species biosynthetic process","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Hdac4/Adgrb1/Grin1",3
"GO:1903747","regulation of establishment of protein localization to mitochondrion","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Mapt/Lrrk2/Bag3",3
"GO:2000001","regulation of DNA damage checkpoint","3/2081","24/28564",0.25286689297459,0.463745048362367,0.345523439551643,"Rnaseh2b/Ccar2/Fem1b",3
"GO:0006633","fatty acid biosynthetic process","14/2081","157/28564",0.254316383229504,0.466173641162381,0.347332915988091,"Acsl3/Slc45a3/Avpr1a/Acaca/Gip/Pnpla8/Fads2/Scd1/Edn2/Prkag2/Acacb/Thnsl2/Ceacam1/Acsbg1",14
"GO:0006839","mitochondrial transport","14/2081","157/28564",0.254316383229504,0.466173641162381,0.347332915988091,"Tmem14a/Bok/Kifbp/Ywhaz/Lrrk2/Gsk3b/Prkn/Slc9a1/Gimap5/Gimap3/Hk2/Tomm40/Bag3/AU015836",14
"GO:0001774","microglial cell activation","5/2081","47/28564",0.255967095132858,0.468507267314727,0.349071635436706,"Lrrk2/Il33/Tlr1/Itgam/Ldlr",5
"GO:0036230","granulocyte activation","5/2081","47/28564",0.255967095132858,0.468507267314727,0.349071635436706,"Cxcr2/Bcr/Abr/F2rl1/Itgam",5
"GO:0043620","regulation of DNA-templated transcription in response to stress","5/2081","47/28564",0.255967095132858,0.468507267314727,0.349071635436706,"Hif1a/Jmy/Epas1/Egr1/Bag3",5
"GO:0071542","dopaminergic neuron differentiation","5/2081","47/28564",0.255967095132858,0.468507267314727,0.349071635436706,"Csnk1d/Hif1a/Gsk3b/Lmx1b/Dmrta2",5
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","5/2081","47/28564",0.255967095132858,0.468507267314727,0.349071635436706,"Plcb1/Anp32b/Ccnd2/Ccnd1/Ddx3x",5
"GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","5/2081","47/28564",0.255967095132858,0.468507267314727,0.349071635436706,"Unc5b/Ctnna1/Mcl1/Ret/Map2k5",5
"GO:0009100","glycoprotein metabolic process","30/2081","362/28564",0.25680733847855,0.469929652810797,0.350131415008922,"Hs6st1/Edem3/Man1a/B3gnt2/Mgat5b/Hif1a/B4galt7/Dad1/Egflam/St3gal1/Mgat3/Galnt1/Hbegf/Il33/Chst14/Plcb1/Slc2a10/St6galnac3/St3gal3/Galnt9/Dpy19l3/Xylt1/Fut10/Large1/Mt3/Foxl1/Galnt2/St3gal4/Pomgnt2/Btk",30
"GO:0044774","mitotic DNA integrity checkpoint signaling","8/2081","83/28564",0.257122491639335,0.470275141956563,0.35038882928945,"Ppp2r5c/Msh2/Syf2/Rint1/Xpc/Plk1/Ccnd1/Fbxo31",8
"GO:0051865","protein autoubiquitination","8/2081","83/28564",0.257122491639335,0.470275141956563,0.35038882928945,"Sash1/Rnf157/Lrrk2/Prkn/Rnf220/Rnf4/Asb4/Cnot4",8
"GO:0042542","response to hydrogen peroxide","11/2081","120/28564",0.258007526691769,0.47123925700261,0.351107164391916,"Map3k5/Kdm6b/Lrrk2/Mapk13/Cryaa/Abl1/Sirpa/Src/Nr4a3/Foxp1/Cyp11a1",11
"GO:0072009","nephron epithelium development","11/2081","120/28564",0.258007526691769,0.47123925700261,0.351107164391916,"Kif26b/Ednrb/Wnt7b/Sox8/Gata3/Lama5/Notch2/Wnt4/Ctnnbip1/Klf15/Agtr2",11
"GO:0001825","blastocyst formation","6/2081","59/28564",0.258350358982809,0.47123925700261,0.351107164391916,"Pou5f1/Actl6a/Kdm4c/Tjp1/Furin/Cdh1",6
"GO:0032757","positive regulation of interleukin-8 production","6/2081","59/28564",0.258350358982809,0.47123925700261,0.351107164391916,"F2rl1/Lbp/Cd2/Tlr1/Prkd2/Tlr7",6
"GO:0051123","RNA polymerase II preinitiation complex assembly","6/2081","59/28564",0.258350358982809,0.47123925700261,0.351107164391916,"Ikzf1/Ahr/Med6/Med10/Med15/Med27",6
"GO:1905953","negative regulation of lipid localization","6/2081","59/28564",0.258350358982809,0.47123925700261,0.351107164391916,"Ptpn2/Ttc39b/Pcsk9/Ptpn11/Apoe/Agtr2",6
"GO:0032371","regulation of sterol transport","7/2081","71/28564",0.258409275535284,0.47123925700261,0.351107164391916,"Abca13/Commd1/Zdhhc8/Ttc39b/Pcsk9/Apoe/Furin",7
"GO:0032374","regulation of cholesterol transport","7/2081","71/28564",0.258409275535284,0.47123925700261,0.351107164391916,"Abca13/Commd1/Zdhhc8/Ttc39b/Pcsk9/Apoe/Furin",7
"GO:0046324","regulation of glucose import","7/2081","71/28564",0.258409275535284,0.47123925700261,0.351107164391916,"Prkca/Rasa1/Rhoq/Ptpn11/Upk3b/Hk2/Klf15",7
"GO:0090307","mitotic spindle assembly","7/2081","71/28564",0.258409275535284,0.47123925700261,0.351107164391916,"Tpx2/Map9/Plk1/Abraxas2/Arhgef10/Chmp1a/Ccsap",7
"GO:0098754","detoxification","7/2081","71/28564",0.258409275535284,0.47123925700261,0.351107164391916,"Gsta3/Slc47a2/Lpo/Fancc/Abcg2/Muc2/Mt3",7
"GO:1904036","negative regulation of epithelial cell apoptotic process","7/2081","71/28564",0.258409275535284,0.47123925700261,0.351107164391916,"Naip1/Angpt1/Gata3/Abl1/Wfs1/Gata2/Gas6",7
"GO:0048515","spermatid differentiation","24/2081","285/28564",0.259045513048198,0.472283810710455,0.351885432087077,"Osbp2/Psme4/Pafah1b1/Cdyl/Catsper3/Fndc3a/Sbf1/Tcp11/Catsperd/Rfx2/Fshr/Insl6/Strbp/Fam209/Spata16/Chd5/Spink2/Pebp1/Cfap73/Ift81/Bbs4/Iqcf1/Slc22a14/1700013H16Rik",24
"GO:1990830","cellular response to leukemia inhibitory factor","26/2081","311/28564",0.260352603906926,0.474550632586473,0.353574377541521,"Adam23/Mir149/Enah/B3gnt2/Mir365-2/Tex14/Mir680-3/Pfkp/Jarid2/Kat6b/Tfrc/Pou5f1/Rfx2/Spry4/Cacnb4/Nup35/Mir133a-2/Trim2/Dtx1/Mat2a/Hk2/Phc1/Eps8/Fgf4/Mras/Mir223",26
"GO:0030317","flagellated sperm motility","14/2081","158/28564",0.261817168914974,0.476986540725175,0.355389304431821,"Tac4/H1f6/Catsper3/Ttll8/Rabl2/Catsperd/Insl6/Dnai1/Ift81/Cfap251/Tac1/Tex101/Iqcf1/Slc22a14",14
"GO:0051092","positive regulation of NF-kappaB transcription factor activity","14/2081","158/28564",0.261817168914974,0.476986540725175,0.355389304431821,"Tnfsf18/Trappc9/Tfrc/Traf1/Ntrk1/Trim62/Tnfrsf8/Tgfbr3/Card11/Crhr2/Prkd2/Slco3a1/Prkcb/Terf2ip",14
"GO:0043244","regulation of protein-containing complex disassembly","12/2081","133/28564",0.262573154388742,0.478246773004599,0.356328268186491,"Rp1/Atg5/Specc1l/F2rl1/Map1b/Clec16a/Svil/Tpx2/Dysf/Eps8/Tpm1/Vill",12
"GO:0045104","intermediate filament cytoskeleton organization","9/2081","96/28564",0.26476769733531,0.482125914619385,0.359218507894672,"Krt33a/Krt14/Krt16/Atp8a2/Krt84/Krt82/Krt72/Krt78/Pkp2",9
"GO:0006790","sulfur compound metabolic process","25/2081","299/28564",0.26521361412731,0.482809511156871,0.359727836517655,"Hs6st1/Acsl3/Acsl6/Acaca/Acot12/Bhmt/Sucla2/Ednrb/Egflam/Angpt1/Gpam/Chst1/Chst14/Acacb/Mat2a/Ethe1/Dgat2/Mical2/Xylt1/Acadsb/Gpat4/Slc10a7/Cacna1a/Dpep1/Chst2",25
"GO:0000132","establishment of mitotic spindle orientation","4/2081","36/28564",0.265597118241186,0.482809511156871,0.359727836517655,"Pafah1b1/Cenpa/Dctn1/Plk1",4
"GO:0032369","negative regulation of lipid transport","4/2081","36/28564",0.265597118241186,0.482809511156871,0.359727836517655,"Pcsk9/Ptpn11/Apoe/Agtr2",4
"GO:0042908","xenobiotic transport","4/2081","36/28564",0.265597118241186,0.482809511156871,0.359727836517655,"Slc47a2/Slc22a2/Slc22a1/Abcg2",4
"GO:0046686","response to cadmium ion","4/2081","36/28564",0.265597118241186,0.482809511156871,0.359727836517655,"Camk2b/Mapk3/Mt4/Mt3",4
"GO:0048048","embryonic eye morphogenesis","4/2081","36/28564",0.265597118241186,0.482809511156871,0.359727836517655,"Rarb/Cryaa/Zeb1/Bmp7",4
"GO:0090218","positive regulation of lipid kinase activity","4/2081","36/28564",0.265597118241186,0.482809511156871,0.359727836517655,"Src/Epha8/Fgfr3/Tnfaip8l3",4
"GO:1990823","response to leukemia inhibitory factor","26/2081","312/28564",0.265693482166922,0.48286676788344,0.35977049690006,"Adam23/Mir149/Enah/B3gnt2/Mir365-2/Tex14/Mir680-3/Pfkp/Jarid2/Kat6b/Tfrc/Pou5f1/Rfx2/Spry4/Cacnb4/Nup35/Mir133a-2/Trim2/Dtx1/Mat2a/Hk2/Phc1/Eps8/Fgf4/Mras/Mir223",26
"GO:0007059","chromosome segregation","35/2081","429/28564",0.266378117276244,0.483992849647147,0.360609508864902,"Tex14/Kif18b/Csnk1d/Dpf3/Rmi2/Bex6/Arid1b/Morc2b/Terb2/Tpx2/Fam83d/Actl6a/Map9/Nudc/Cep85/Mapre3/Rnf4/Ncapg/Mad1l1/Actb/Ercc2/Arhgap33os/Ccne1/Plk1/Bcl7c/Abraxas2/Mki67/Syce1/Tubgcp3/Cdc16/Arhgef10/Chmp1a/Ccsap/Smarcc1/Ddx3x",35
"GO:0000422","autophagy of mitochondrion","8/2081","84/28564",0.267631332614314,0.485115077107092,0.361445649096025,"Atg5/Hif1a/Clec16a/Prkn/Optn/Fbxl4/Wipi2/Hk2",8
"GO:0051781","positive regulation of cell division","8/2081","84/28564",0.267631332614314,0.485115077107092,0.361445649096025,"Itgb1bp1/Lbh/Garem1/Pdgfc/Prok1/Pdgfa/Tgfa/Fgf4",8
"GO:0055021","regulation of cardiac muscle tissue growth","8/2081","84/28564",0.267631332614314,0.485115077107092,0.361445649096025,"Kcnk2/Jarid2/Adrb1/Mir133a-2/Tgfbr3/Tbx5/Foxp1/Ccnd2",8
"GO:0061726","mitochondrion disassembly","8/2081","84/28564",0.267631332614314,0.485115077107092,0.361445649096025,"Atg5/Hif1a/Clec16a/Prkn/Optn/Fbxl4/Wipi2/Hk2",8
"GO:0007584","response to nutrient","7/2081","72/28564",0.269842584341701,0.485115077107092,0.361445649096025,"Mapt/Vdr/Rxra/Postn/Mn1/Folr1/Gas6",7
"GO:0010761","fibroblast migration","7/2081","72/28564",0.269842584341701,0.485115077107092,0.361445649096025,"Tns1/Pmp22/Itgb1bp1/Ptk2/Cd248/Coro1c/Itga11",7
"GO:0030239","myofibril assembly","7/2081","72/28564",0.269842584341701,0.485115077107092,0.361445649096025,"Csrp1/Ldb3/Fhod3/Pgm5/Flnc/Tnnt3/Tpm1",7
"GO:0002701","negative regulation of production of molecular mediator of immune response","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Twist2/Lilrb4b/Epx/Angpt1/Il33",5
"GO:0003298","physiological muscle hypertrophy","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Gsk3b/Adrb1/Pdlim5/Foxp1/Agtr2",5
"GO:0003301","physiological cardiac muscle hypertrophy","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Gsk3b/Adrb1/Pdlim5/Foxp1/Agtr2",5
"GO:0032008","positive regulation of TOR signaling","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Fnip1/Slc38a9/Clec16a/Rragc/Gas6",5
"GO:0042789","mRNA transcription by RNA polymerase II","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Thrb/Vdr/Epas1/Rxra/S100a10",5
"GO:0045923","positive regulation of fatty acid metabolic process","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Slc45a3/Avpr1a/Cpt1a/Nr4a3/Nucb2",5
"GO:0048821","erythrocyte development","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"L3mbtl3/Fam210b/Bpgm/Ercc2/Ank1",5
"GO:0060323","head morphogenesis","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Twist2/Specc1l/Ssbp3/Msx1/Ptpn11",5
"GO:0061049","cell growth involved in cardiac muscle cell development","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Gsk3b/Adrb1/Pdlim5/Foxp1/Agtr2",5
"GO:0071300","cellular response to retinoic acid","5/2081","48/28564",0.270131583002032,0.485115077107092,0.361445649096025,"Brinp3/Gsk3b/Ret/Phc1/Tead2",5
"GO:0140013","meiotic nuclear division","18/2081","210/28564",0.270606047012696,0.485115077107092,0.361445649096025,"Camk2b/Ubb/Tex14/Spin1/Hsf2bp/Morc2b/Spire1/Gm960/Terb2/Plcb1/Rspo1/Wnt4/Msx1/Pde3a/Arhgap33os/Ccne1/Plk1/Syce1",18
"GO:0009953","dorsal/ventral pattern formation","10/2081","109/28564",0.270735211136741,0.485115077107092,0.361445649096025,"Rab23/Kif3a/Axin2/Sostdc1/Gsc/Map3k4/Lmx1b/Rnf220/Pax7/Wnt7a",10
"GO:0000086","G2/M transition of mitotic cell cycle","12/2081","134/28564",0.270869329290316,0.485115077107092,0.361445649096025,"Ccdc57/Calm1/Rnaseh2b/Ccny/Pabir1/Plcb1/Syf2/Rint1/Ush1c/Plk1/Brsk2/Ccnd1",12
"GO:0006893","Golgi to plasma membrane transport","6/2081","60/28564",0.270955780711019,0.485115077107092,0.361445649096025,"Acsl3/Commd1/Kif13a/Arl3/Optn/Arfgef2",6
"GO:0006903","vesicle targeting","6/2081","60/28564",0.270955780711019,0.485115077107092,0.361445649096025,"Exoc7/Trappc9/Trappc8/Gbf1/Trappc6a/Wdr11",6
"GO:0006956","complement activation","6/2081","60/28564",0.270955780711019,0.485115077107092,0.361445649096025,"Phb/Masp1/Mbl2/Fcnb/Hc/Svep1",6
"GO:0007595","lactation","6/2081","60/28564",0.270955780711019,0.485115077107092,0.361445649096025,"Hif1a/Vdr/Kalrn/Atp2b2/Ccnd1/Gpat4",6
"GO:0030166","proteoglycan biosynthetic process","6/2081","60/28564",0.270955780711019,0.485115077107092,0.361445649096025,"Hs6st1/B4galt7/Chst14/Slc2a10/Xylt1/Foxl1",6
"GO:0031646","positive regulation of nervous system process","6/2081","60/28564",0.270955780711019,0.485115077107092,0.361445649096025,"Tac4/Ngfr/Myrf/Tac1/Tenm4/Igsf9b",6
"GO:0035036","sperm-egg recognition","6/2081","60/28564",0.270955780711019,0.485115077107092,0.361445649096025,"Spaca3/H1f6/Cct7/Tex101/Folr1/Spesp1",6
"GO:0001886","endothelial cell morphogenesis","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Col18a1/Clic4",2
"GO:0002517","T cell tolerance induction","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Icos/Lilrb4b",2
"GO:0006002","fructose 6-phosphate metabolic process","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Pfkp/Hk2",2
"GO:0006750","glutathione biosynthetic process","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Hagh/Mgst2",2
"GO:0007144","female meiosis I","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Ubb/Hsf2bp",2
"GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Socs5/Gprc5a",2
"GO:0010225","response to UV-C","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Map3k4/Ei24",2
"GO:0010635","regulation of mitochondrial fusion","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Tfrc/Prkn",2
"GO:0010936","negative regulation of macrophage cytokine production","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Twist2/Epx",2
"GO:0015824","proline transport","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Slc36a2/Slc3a2",2
"GO:0016446","somatic hypermutation of immunoglobulin genes","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Nuggc/Msh2",2
"GO:0018158","protein oxidation","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Trabd2b/Loxl1",2
"GO:0019511","peptidyl-proline hydroxylation","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"P4ha1/P4ha3",2
"GO:0021514","ventral spinal cord interneuron differentiation","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Lmo4/Gata2",2
"GO:0021979","hypothalamus cell differentiation","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Ubb/Nrp1",2
"GO:0030432","peristalsis","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Neurog1/Tshz3",2
"GO:0032769","negative regulation of monooxygenase activity","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Gsk3b/Eng",2
"GO:0034116","positive regulation of heterotypic cell-cell adhesion","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Bmp7/Thy1",2
"GO:0045161","neuronal ion channel clustering","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Pmp22/Kcnip2",2
"GO:0046598","positive regulation of viral entry into host cell","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Tmprss2/Furin",2
"GO:0060073","micturition","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Adra1d/Cacna1c",2
"GO:0060180","female mating behavior","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Avpr1a/Thrb",2
"GO:0060346","bone trabecula formation","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Vdr/Ppargc1b",2
"GO:0060670","branching involved in labyrinthine layer morphogenesis","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Llgl2/Adm",2
"GO:0060736","prostate gland growth","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Psapl1/Cyp19a1",2
"GO:0061140","lung secretory cell differentiation","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Agr2/Foxp1",2
"GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Bmp7/Folr1",2
"GO:0070255","regulation of mucus secretion","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Adora1/Atg5",2
"GO:0070508","cholesterol import","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Commd1/Ldlr",2
"GO:0071838","cell proliferation in bone marrow","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Fgfr3/Mir223",2
"GO:0072044","collecting duct development","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Dlg5/Wnt7b",2
"GO:0075294","positive regulation by symbiont of entry into host","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Tmprss2/Furin",2
"GO:0090179","planar cell polarity pathway involved in neural tube closure","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Celsr1/Fzd1",2
"GO:0090331","negative regulation of platelet aggregation","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Serpine2/Ceacam1",2
"GO:0090394","negative regulation of excitatory postsynaptic potential","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Lrrk2/Prkn",2
"GO:0098883","synapse pruning","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Ngef/Itgam",2
"GO:1901524","regulation of mitophagy","2/2081","14/28564",0.271687903876876,0.485115077107092,0.361445649096025,"Clec16a/Prkn",2
