"gene","baseMean.x","log2FC_male","lfcSE.x","stat.x","pvalue.x","padj_male","baseMean.y","log2FC_female","lfcSE.y","stat.y","pvalue.y","padj_female","baseMean","log2FC_int","lfcSE","stat","pvalue","padj_int"
"Dpys",18.8816748699916,-0.151679688460586,0.344094633044034,-0.440808062359913,0.659351956280136,0.908859150251412,30.0203070002354,-0.130428164931854,0.3632818954552,-0.35902742901191,0.719574570002811,0.877253645940631,24.4509909351135,0.0310107980639521,0.486731631195318,0.0637123130621194,0.949199300262305,0.981182410883784
"Lrp12",2797.23274045715,-0.0932296860752226,0.0697891079932625,-1.33587731317935,0.181589377362875,0.575017298120225,2042.66714357624,0.383763013875876,0.0932448649546949,4.11564769880181,3.86093660811491e-05,0.0021091448322895,2419.9499420167,0.476760877462406,0.114895098328248,4.14953191562906,3.33155836625123e-05,0.00136672414593956
"AU022793",279.259836113514,-0.0279602178366139,0.0988833373391982,-0.282759649795216,0.777361087309368,0.94655643860233,287.77151790814,0.0484604110565626,0.153873842628652,0.314935990605716,0.7528102544753,0.895492092570853,283.515677010827,0.0823702880176209,0.179874729104229,0.457931408307452,0.647001721044208,0.863708663219309
"Oxr1",2621.24056595863,0.0858099326132665,0.0876401227628242,0.979116983273624,0.327522181063011,0.729056955837193,1996.69626309906,0.190266585940485,0.122706285103781,1.55058549592275,0.121001050198255,0.390162729887543,2308.96841452885,0.105477310190717,0.155962638015935,0.676298577226813,0.498851095912169,0.77475816017047
"Angpt1",28.1406421272909,-0.465114857468866,0.318302427009153,-1.46123566144059,0.14395077952711,0.523437853935494,19.3912332361937,1.02792074534027,0.354522215992,2.8994536843453,0.00373813567859104,0.0544061754320144,23.7659376817423,1.49339003826585,0.453824434758082,3.2906779007215,0.000999462820625517,0.0181088255357769
"Eif3e",2760.7413780325,0.0780076692770213,0.0667434034409981,1.16876972487597,0.242496421246561,0.646241244743471,2852.30335290643,0.0529633044174264,0.0790656731652121,0.669864712424021,0.502944036448772,0.760284965648488,2806.52236546947,-0.0248510896773551,0.100075335403754,-0.248323821020368,0.803883869597237,0.92851334887718
"Emc2",846.794382132691,0.0607753957241897,0.0841878918433621,0.721901860154271,0.47035481754095,0.82205006463153,948.212510636468,-0.0111318408705262,0.0838008100793498,-0.132836912435401,0.894322361131519,0.955515671473246,897.50344638458,-0.0722243360909134,0.114796204545819,-0.629152648179116,0.529249125615197,0.794049437175189
"Nudcd1",253.940513763441,0.185934637017089,0.0988785176927354,1.88043511731113,0.060048801281826,0.34284886790692,210.690440529376,0.256046387178833,0.143047441558703,1.78994034698452,0.0734635017412399,0.307047413181552,232.315477146408,0.0731292531845623,0.160619286206361,0.455295593149424,0.648896596219383,0.864336829288729
"Eny2",425.021649333675,0.0648561809802266,0.103299512880992,0.627845951751438,0.530104860264905,0.852381392437807,428.81460854448,0.0711386977008411,0.0832584676869645,0.854431983642896,0.392865680795428,0.681071541689184,426.918128939077,0.00876267961228554,0.126812055806861,0.0690997362713792,0.944910230953317,0.979347795992981
"Ebag9",267.973337641182,0.0496418809827738,0.112645186982151,0.440692428258296,0.659435678898049,0.908859150251412,244.738426626063,0.110185528966835,0.122818128191466,0.897143854814839,0.369642160055677,0.664646611630739,256.355882133622,0.0600337484095515,0.159328645666156,0.376791933167756,0.706328236077945,0.889174816893692
"Trps1",641.370621574991,0.21957337832274,0.113195650109223,1.93976869350433,0.0524078069453127,0.32122189518543,478.911187613331,-0.0158345235929649,0.143078406091266,-0.110670254341976,0.911877834644117,0.963777180429866,560.140904594161,-0.234126421627298,0.188110705791724,-1.2446203986206,0.213271318541907,0.53413939783165
"Eif3h",4173.56757739621,0.0584329829441639,0.0553193460448561,1.05628477416893,0.290838130035542,0.700178005898551,4801.35451370132,-0.112813286660574,0.0748054328369066,-1.50808948471074,0.13153162609941,0.406986321981912,4487.46104554877,-0.171052903869276,0.0880643088397334,-1.94236355366817,0.0520931042139872,0.251566540524463
"Utp23",274.553833984982,-0.10240789167706,0.105952326770226,-0.966546887631338,0.333770596730995,0.733849642938863,243.24133035981,-0.00344086105609058,0.0955877261115452,-0.0359968920285362,0.971284837151696,0.989252722417115,258.897582172396,0.104252643572699,0.130197439203756,0.800727297021148,0.423289536161821,0.72618413244095
"Rad21",3812.55975157239,0.154971830120022,0.0696274786439686,2.22572801914099,0.0260324047918823,0.217412510204994,3293.74037747039,0.117300379187485,0.121636570989443,0.964351249244486,0.334869854858703,0.635715220802355,3553.15006452139,-0.0369517287111116,0.144022731520857,-0.256568725790071,0.797511720179836,0.926366222881726
"Med30",371.121308839503,-0.106908952624675,0.0882084098896293,-1.21200407941198,0.225510819071659,0.629256480226752,379.590108597228,-0.0526504080418479,0.113937513540018,-0.462098973428587,0.644010346336038,0.840241409346216,375.355708718366,0.0547876025483695,0.135537654431522,0.404224219300253,0.686047845441219,0.880416172959779
"Ext1",474.267345416808,-0.100064861323424,0.0803771280858047,-1.24494198419981,0.21315307667597,0.615612761151147,481.217331980187,0.207699202799807,0.104554856300496,1.98650938032825,0.0469767923119137,0.242053345165915,477.742338698498,0.308510758227049,0.123363464247818,2.50082761624867,0.0123903472365336,0.101659253016785
"Enpp2",19.1651250266368,0.435631420770786,0.543458838492969,0.801590460795167,0.422789897426659,0.798786622840627,1.08496376330844,3.79442081539664,1.51826997851525,2.49917397372718,0.0124483182420462,0.118195956995017,10.1250443949726,3.3506307622408,1.2946079891861,2.58814312149215,0.00964948785082832,0.0856919533341781
"Taf2",627.8036524008,0.0289638858880758,0.0904239859410966,0.320311979024495,0.748731843214441,0.936296718636524,439.860609572981,0.229146411678633,0.182102759758346,1.25833574396519,0.208270359473254,0.510904051369951,533.83213098689,0.204199484674466,0.210006309806797,0.972349282563589,0.330876814086643,0.651301056105848
"Dscc1",108.44041963942,0.264996379925706,0.148872045420251,1.7800278029206,0.0750714107073051,0.385235074276812,135.005173419673,0.00837826426640415,0.137044831757322,0.0611352077927339,0.951251529815736,0.981214744810779,121.722796529547,-0.254837961726305,0.185167487441491,-1.37625651915177,0.168742229367696,0.475377910363604
"Gm9920",9.76251228447549,-0.23387173059304,0.45279564179573,-0.516506143180916,0.605500949468741,0.888491746996762,12.8225801990821,-0.603216321938257,0.427044249352037,-1.41253821554448,0.157791546563969,0.447339218115494,11.2925462417788,-0.373893783241744,0.568991454841986,-0.65711669315944,0.51110588603517,0.78318408635329
"Deptor",545.366697644507,-0.293870817285237,0.117084395325414,-2.50990592271907,0.0120763329808359,0.13605300692978,570.020711578546,-0.101349154252931,0.095036936709253,-1.06641857116027,0.28623447032527,0.590958897741595,557.693704611527,0.191885086098075,0.153440095765155,1.25055374308265,0.211097336000153,0.531818284847876
"Mrpl13",746.888688418884,-0.113797911784382,0.0838590195795069,-1.35701457463964,0.174776579588069,0.565436358683477,888.24307691865,-0.0599743405137181,0.101974614052796,-0.588130105426699,0.55644496723956,0.794331281680417,817.565882668767,0.0528062759053086,0.129495706410191,0.40778399044397,0.68343226824804,0.878994183592385
"Mtbp",199.403777138353,0.260369123468931,0.115267393748801,2.25882719302517,0.0238941363038742,0.206196919874438,212.825846383854,0.116388402663213,0.12177671861749,0.955752495095534,0.339197293952997,0.638951822318759,206.114811761103,-0.146436632371434,0.155859649569932,-0.939541650295642,0.347452718408035,0.666146958471046
"Sntb1",9.51018994337745,-0.0608208545306773,0.482696290077895,-0.126002324403327,0.899730084633791,0.977061304541096,5.76494418921872,0.431979532094152,0.681232548939732,0.634114639364316,0.526006009571235,0.774265774518156,7.63756706629808,0.467299415087937,0.772713654657352,0.60475107728639,0.545344404491871,0.8029393542034
"Zhx2",124.938691506065,-0.100807490408309,0.132681818332985,-0.759768683266896,0.447392865405556,0.81134588339851,114.431780718949,0.161663226711791,0.144077614698794,1.12205651828538,0.261838409996478,0.568514722341069,119.685236112507,0.265994676034598,0.175625052486194,1.51455998030525,0.129883873384982,0.415137752707927
"Derl1",3120.17908257393,-0.0160673252860942,0.0485911167466533,-0.330663840674146,0.740898418181905,0.933979642618095,3065.35156181531,0.100854705794118,0.0562682921287237,1.79238967415956,0.0730705676876617,0.306223954682826,3092.76532219462,0.116607419620244,0.0639954828758254,1.82211953688208,0.0684368499444275,0.292984743402286
"Tbc1d31",818.225272126444,0.243458835690383,0.0803713411660721,3.02917473017306,0.00245222809368432,0.0472044223089153,654.570602255571,0.0446274791864726,0.13292414787926,0.335736432382545,0.737069629811211,0.887394183075661,736.397937191007,-0.196958693996492,0.155452822017002,-1.2669997973723,0.205155362344021,0.524467674108174
"9130401M01Rik",401.199219176201,-0.064634732743954,0.0873115705749923,-0.740276830645705,0.459132036633129,0.816690486006402,473.726359276269,-0.0846630471519789,0.0933417873819264,-0.907021919406398,0.36439520602525,0.660968195324538,437.462789226235,-0.0186568183918992,0.11761293019287,-0.158628973543168,0.87396120023338,0.956658621794388
"Zhx1",1330.72831088417,0.0745706852357721,0.0767858339343848,0.971151596784042,0.331472793212232,0.73303012437224,1010.91831984183,0.0489604279973749,0.137573644775572,0.355885228433436,0.721926518543142,0.878133684362711,1170.823315363,-0.0239930810813041,0.161295534219428,-0.148752296196023,0.881749093850074,0.959492569898542
"Atad2",1885.38635615,0.221064348719469,0.0853954344738027,2.58871390586211,0.00963350942954698,0.118330960079667,1334.62051722651,0.192139741382212,0.153307568344102,1.25329586436953,0.210098052961848,0.51313634785142,1610.00343668826,-0.0282672713993902,0.183811053334189,-0.153784393738265,0.877779739441774,0.957549319129606
"Wdyhv1",262.467464457313,-0.156970703958094,0.125579258538206,-1.24997317061191,0.211309348224446,0.613779358311055,264.272234147868,-0.0685241587089683,0.139371552020661,-0.491665319898354,0.622955958486606,0.829745187654039,263.36984930259,0.087240685516793,0.187201038248017,0.466026718298487,0.641196375999477,0.860763629227908
"Fbxo32",345.091480437483,-0.976162633047786,0.15461426775142,-6.31353527228939,2.7273212786772e-10,8.23329480945309e-08,387.491855567769,0.980247130166773,0.438272220027728,2.2366170735274,0.0253113780589194,0.174862071296618,366.291668002626,1.95398650963495,0.472130062012028,4.13866149786744,3.49337925811255e-05,0.00141406421531041
"D15Ertd621e",2927.19503386648,0.0636605582168822,0.0814523992829992,0.781567624493163,0.434468719899197,0.803791525624789,2188.63414472961,0.232909153175849,0.128777637275557,1.80861489699079,0.0705108525100802,0.30057332573945,2557.91458929804,0.170443540594218,0.15785570578081,1.07974266594384,0.280256788757492,0.604790774746951
"Tmem65",1955.22886915331,-0.196396872771166,0.0958800525975724,-2.04836008586148,0.0405247294788299,0.280405354173505,1572.54690053926,0.240655191730699,0.0819853828387347,2.93534265985033,0.00333179533800707,0.0511827626829787,1763.88788484628,0.436853209867906,0.129498097311034,3.37343342442055,0.000742369962781953,0.0145912356855278
"Trmt12",201.175915513952,-0.0453528401994717,0.118245058446294,-0.383549560509294,0.701312330571541,0.923140623172592,169.456762222223,-0.207772277078332,0.138792832230867,-1.49699572909302,0.134394369358734,0.411872253466189,185.316338868087,-0.162848964250033,0.170999308492188,-0.952336975429772,0.340926111331028,0.659549657106581
"Rnf139",788.72634245106,0.159611760397175,0.106154796698951,1.50357558358691,0.132690681874687,0.504196129666116,634.805522054825,0.0545854847974497,0.108927030090839,0.501119738157999,0.616286856326645,0.827284461021619,711.765932252942,-0.104602417311626,0.154989575022712,-0.674899697584806,0.499739492672448,0.774955578302291
