output_prefix	name	motif_id	cluster	total_tfbs	IF_mean_score	IF_bound	UF_mean_score	UF_bound	IF_UF_change	IF_UF_pvalue	IF_UF_highlighted
Nr2f6_MA0677.2	Nr2f6	MA0677.2	C_Nr2f6	11555	0.24219	911	0.23667	874	-0.02778	1.89246E-28	False
NR5A1_MA1540.3	NR5A1	MA1540.3	C_NR5A1	17141	0.27038	1513	0.25836	1407	-0.02528	1.27109E-36	False
Nr5A2_MA0505.3	Nr5A2	MA0505.3	C_NR5A1	12335	0.00954	43	0.00849	40	-0.02141	6.55835E-04	False
Nrf1_MA0506.3	Nrf1	MA0506.3	C_Nrf1	11628	0.05713	241	0.05882	249	-0.04192	2.83625E-21	False
Olig2_MA1997.2	Olig2	MA1997.2	C_Twist2	26214	0.03643	371	0.03488	351	-0.00343	4.15575E-01	False
Pax7_MA0680.3	Pax7	MA0680.3	C_Pax7	5328	0.03685	80	0.03287	69	0.01474	2.76506E-03	False
Plagl1_MA1615.2	Plagl1	MA1615.2	C_Plagl1	11278	0.01659	82	0.01657	80	-0.07668	1.03571E-20	False
PpargRxra_MA0065.3	Pparg::Rxra	MA0065.3	C_Pparg::Rxra	21759	0.176	1354	0.16966	1251	0.00038	9.12694E-01	False
Prdm14_MA1998.2	Prdm14	MA1998.2	C_Prdm14	5346	0.11316	206	0.11077	189	-0.02784	2.29959E-15	False
Prdm15_MA1616.2	Prdm15	MA1616.2	C_Prdm15	12518	0.01731	84	0.01736	93	-0.02185	7.02077E-08	False
Prdm4_MA1647.3	Prdm4	MA1647.3	C_Prdm4	11200	0.09039	401	0.08112	343	0.02123	2.22845E-13	False
Prdm5_MA1999.2	Prdm5	MA1999.2	C_Prdm5	15848	0.15361	843	0.13599	737	0.02373	1.23419E-23	False
Ptf1A_MA1618.2	Ptf1A	MA1618.2	C_Ptf1A	12136	0.06596	328	0.05076	228	0.08267	7.88459E-53	False
Ptf1A_MA1619.2	Ptf1A	MA1619.2	C_Twist2	10675	0.02577	105	0.02398	89	0.01415	8.75374E-03	False
Ptf1A_MA1620.2	Ptf1A	MA1620.2	C_MYOD1	7380	0.02664	89	0.02668	63	0.01244	8.19844E-03	False
Rarg_MA0859.2	Rarg	MA0859.2	C_Rarb	10249	0.26229	895	0.24756	825	-0.01937	2.88202E-17	False
Rfx6_MA1724.2	Rfx6	MA1724.2	C_Rfx6	9140	0.2583	775	0.25146	763	-0.04374	9.05837E-43	False
Rhox11_MA0629.2	Rhox11	MA0629.2	C_Rhox11	4866	0.04379	80	0.0368	70	0.05028	4.08755E-16	False
Runx1_MA0002.3	Runx1	MA0002.3	C_Bcl11B	18289	0.1395	893	0.11559	748	0.04364	5.52171E-46	False
Shox2_MA0720.2	Shox2	MA0720.2	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
Six3_MA0631.2	Six3	MA0631.2	C_Six3	3682	0.09986	134	0.07848	99	0.10009	3.12542E-43	True
Six4_MA2001.2	Six4	MA2001.2	C_SIX2	4795	0.09389	156	0.08588	166	-0.04497	1.41233E-15	False
Smad4_MA1153.2	Smad4	MA1153.2	C_Smad4	4391	0.20706	305	0.17294	238	0.08348	3.74763E-48	True
Sox11_MA0869.3	Sox11	MA0869.3	C_Sox11	13307	0.14271	667	0.12832	643	0.00945	3.48010E-06	False
Sox17_MA0078.3	Sox17	MA0078.3	C_Sox7	9756	0.14658	498	0.12894	432	0.02266	3.97840E-20	False
Sox3_MA0514.3	Sox3	MA0514.3	C_Sox7	4134	0.10706	172	0.10639	167	0.00572	6.81299E-01	False
Sox5_MA0087.3	Sox5	MA0087.3	C_Sox7	7792	0.14293	445	0.14044	404	-0.02555	4.10473E-18	False
Spi1_MA0080.7	Spi1	MA0080.7	C_Spi1	52418	0.08137	1728	0.06943	1435	0.04826	3.04409E-65	True
Stat2_MA1623.2	Stat2	MA1623.2	C_Stat2	39016	0.04105	604	0.03997	605	-0.03155	1.88731E-35	False
Stat4_MA0518.2	Stat4	MA0518.2	C_Stat4	15340	0.08487	468	0.08224	431	-0.01999	1.52024E-13	False
Stat5a_MA1624.2	Stat5a	MA1624.2	C_Stat5a	12557	0.11153	460	0.1132	469	-0.0523	2.06769E-44	False
Stat5aStat5b_MA0519.2	Stat5a::Stat5b	MA0519.2	C_Stat5b	14303	0.08123	354	0.0838	360	-0.07529	8.27195E-50	False
Stat5b_MA1625.2	Stat5b	MA1625.2	C_Stat5b	16343	0.05107	278	0.05243	282	-0.0438	2.05610E-29	False
Stat6_MA0520.2	Stat6	MA0520.2	C_Stat6	12779	0.01689	82	0.01701	95	-0.03083	5.13505E-11	False
Tbx6_MA1567.3	Tbx6	MA1567.3	C_TBX2	10847	0.13303	443	0.11903	386	0.00368	2.58753E-02	False
Tcf12_MA0521.3	Tcf12	MA0521.3	C_Twist2	26214	0.03643	371	0.03488	351	-0.00343	4.15575E-01	False
Tcf21_MA0832.2	Tcf21	MA0832.2	C_Tcf21	7563	0.02823	87	0.03022	81	-0.05269	4.31008E-14	False
Twist2_MA0633.3	Twist2	MA0633.3	C_Twist2	26214	0.03643	371	0.03488	351	-0.00343	4.15575E-01	False
Vdr_MA0693.4	Vdr	MA0693.4	C_NR1I3	7163	0.02467	66	0.02589	75	-0.03608	2.59412E-11	False
Wt1_MA1627.2	Wt1	MA1627.2	C_Wt1	25152	0.18632	1425	0.17021	1284	-0.00661	6.66629E-07	False
Yy1_MA0095.4	Yy1	MA0095.4	C_Yy1	10552	0.06376	259	0.05716	224	0.01439	5.50867E-05	False
Zfp335_MA2002.2	Zfp335	MA2002.2	C_Zfp335	7507	0.27819	614	0.2434	554	0.01232	1.48908E-06	False
Zfx_MA0146.3	Zfx	MA0146.3	C_Zfx	15762	0.42172	1644	0.42444	1643	-0.04593	3.63455E-57	False
Zic1Zic2_MA1628.2	Zic1::Zic2	MA1628.2	C_Zic2	15646	0.08812	521	0.08568	464	-0.0012	6.08857E-02	False
Zic2_MA1629.2	Zic2	MA1629.2	C_Zic2	20183	0.07707	598	0.07146	567	0.01149	6.06907E-14	False
Zic3_MA0697.3	Zic3	MA0697.3	C_Zic2	15646	0.08812	521	0.08568	464	-0.0012	6.08857E-02	False
LIN54_MA0619.2	LIN54	MA0619.2	C_LIN54	10417	0.07031	287	0.06448	268	0.00403	2.60240E-03	False
TBP_MA0108.3	TBP	MA0108.3	C_TBP	7555	0.15994	451	0.15746	438	-0.02678	2.77013E-20	False
